17/18 Girls,28,BTownVBC 17 Red (HO) (28),,g17blvbc1ho
17/18 Girls,29,NKYVC 17-4 Thunder (PR) (29),,g17nkyvc4pr
17/18 Girls,30,UNION 17 Purple (PR) (30),,g17union3pr
17/18 Girls,31,UNION 17 Gold (PR) (31),,g17union4pr
17/18 Girls,32,CAVA 18-1 (HO) (32),,g18scava1ho
17/18 Girls,33,NUF 18 Black (HO) (33),,g18nufvb1ho
17/18 Girls,34,Select 17 (HO) (34),,g17havoc1ho
17/18 Girls,35,LCVC 17 Red (HO) (35),,g17lcvbc1ho
17/18 Girls,36,NUF 18 White (HO) (36),,g18nufvb2ho
17/18 Girls,37,Court Royals 17 Blue (HO) (37),,g17crjvc1ho
17/18 Girls,38,SEIVB 17 Meyer (HO) (38),,g17seivb2ho
17/18 Girls,39,CAVA 18-2 (HO) (39),,g18scava2ho
17/18 Girls,40,CRVBC 17 (HO) (40),,g17crvbc1ho
