Team Code,Team Name
G15TSVBA1FL,Top Select 15 Elite
G14TSVBA1FL,Top Select 14 Elite
G18MPACT1HA,Topeka Impact 18-1
G16TSNTS1HA,Topeka Saints 16 Gold
G16TPV261SO,TPV 16-Maverick
G16TRIST1PR,Tri-State Elite 16 Blue
G17TRIST1PR,Tri-State Elite 17 Blue
G14TRIST1PR,Tri-State Elite 14 Blue
G15TRIST1PR,Tri-State Elite 15 Blue
G18TRIST1PR,Tri-State Elite 18 Blue
G16TRNGL1CR,Triangle 16 Black
G15TRNGL1CR,Triangle 15 Black
G14TRNGL1CR,Triangle 14 Black
G18TRNGL1CR,Triangle 18 Black
G17TRNGL1CR,Triangle 17 Black
G17TRIBE1FL,Tribe 17 VKTRY Cardinal
G14TRIBE1FL,Tribe 14 VKTRY Cardinal
G16TRIBE1FL,Tribe 16 VKTRY Cardinal
G15TRIBE1FL,Tribe 15 VKTRY Cardinal
G18TRIBE1FL,Tribe 18 VKTRY Cardinal
G15TSTIE1SC,Tstreet IE 15-Cesar
G16TSTIE1SC,Tstreet IE 16-Taylor
G16TSTIE2SC,Tstreet IE 16-Moriah
G16TSTLV1SC,Tstreet LV 16-Kenny
G15TSTLV1SC,Tstreet LV 15-Chad
G15TSTRT1SC,Tstreet 15-Chandler
G14TSTRT1SC,Tstreet 14-Taylor
G16TSTRT1SC,Tstreet 16-Bailey
G17TSTRT1SC,Tstreet 17-Hayden
G18TSTRT1SC,Tstreet 18-Chris
G18UNION1PR,UNION 18 Black
G17UNION1PR,UNION 17 Black
G16UNION1PR,UNION 16 Black
G15UNION1PR,UNION 15 Black
G17UNOVB1GL,Uno Girls 17 Elite
G17VAVBC1NC,VVA 17-Wiechmann
G16VAVBC1NC,VVA 16-Rosen
G16VCUTD1GL,VC United 161 Elite
G17VCUTD1GL,VC United 171 Elite
G15VCUTD1GL,VC United 151 Elite
G15VCNEB1GP,VCNebraska 15 Elite
G14VCNEB1GP,VCNebraska 14 Elite
G17VCNEB1GP,VCNebraska 17 Elite
G16VCNEB1GP,VCNebraska 16 Elite
G18VCNEB1GP,VCNebraska 18 Elite
G18VACES1SC,Vegas Aces 18 REN
G16VACES1SC,Vegas Aces 16 REN
G17VACES1SC,Vegas Aces 17 REN
G15VACES1SC,Vegas Aces 15 REN
G16VSION1NC,Vision 16 Gold
G15VSION2NC,Vision 15 Blue
G15VSION1NC,Vision 15 Gold
G18VSION1NC,Vision 18 Gold
G17VSION1NC,Vision 17 Gold
G17VITAL1NO,Vital 17-1 Gold
G16WFRGO1NO,VOLT 16-1
G16WACOV1LS,WACO VBC 16 UA Black
G17WACOV1LS,WACO VBC 17 UA Black
G17WVEVB1SC,WAVE 17-Juliana
G17WVEVB2SC,WAVE 17-Casey
G16WVEVB1SC,WAVE 16-Scott
G16WVEVB2SC,WAVE 16-Nancy
G14WVEVB1SC,WAVE 14-Juliana
G14WVEVB2SC,WAVE 14-Nancy
G13WVEVB1SC,WAVE 13-Tammy
G12WVEVB1SC,WAVE 12-Binh
G15WVEVB1SC,WAVE 15-Brennan
G15WVEVB2SC,WAVE 15-Dave
G18WVEVB1SC,WAVE 18 Darrell
G18WVEVB2SC,WAVE 18-Bobbie Jo
G17WDVBC1BY,WD Nation 17 Blue
G17WPVCB1FL,WPVC 17 Armour Black
G16WPVCB1FL,WPVC 16 Armour Black
G15WPVCB1FL,WPVC 15 Armour Black
G14WPVCB1FL,WPVC 14 Armour Black
G18WPVCB1FL,WPVC 18 Armour Black
G18ZONAV1AZ,Zona VBC 18-Black
G17ZONAV1AZ,Zona VBC 17-Black
