TeamCode,TeamName,2026NIT,Power Pool Jotform,2025 Triple Crown NIT,2025 USAV Girls Junior National Championship 10-13,2025 USAV Girls Junior National Championship 14-17,2026 ASICS Kansas City MLK Tournament,2026 City of Oaks Challenge,2026 Fiesta MLK Classic Volleyball Tournament,2026 Florida Fest JNQ,2026 JVA Rock N Rumble Wknd 1 Girls 12U-14U,2026 JVA Rock N Rumble Wknd 2 15U-18U,2026 Mideast Power League (MEPL) ,2026 Salt Lake City 18s Showdown,2026 The Nike Classic,2026 Tour of Texas Stop 1: Austin-Bryan,2026 Triple Crown Colorado Challenge,2026 Tropical Ice Challenge (12-18 OPEN) - Week #2,2026 Windy City Girl's 18's National Qualifier ,2026 adidas Lone Star Classic 18s,AAU Girls National Volleyball Championships-Wave 1,AAU Girls National Volleyball Championships-Wave 2,AAU Girls National Volleyball Championships-Wave 3,AAU Girls National Volleyball Championships-Wave 4,SCSN Girls 12U/17U Event #1 January 17,SCSN Girls 13U Event #1 January 10,SCSN Girls 14U Event #1 December 20,SCSN Girls 14U Event #2 January 24,SCSN Girls 15U Event #1 January 19,SCSN Girls 16U Event #1 January 18,SCSN Girls 18U Event #1 January 10-11
g15onevb1az,Club One AZ 15Platinum,Yes,NO,61 (14 & Under),,5 (14 American),,,9 (15/16 Open),,,,,,,,,,,,,,,,,,,,,,
g15clsvb1im,Club Sand 15 Leão,Yes,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g15clubv2im,Club V 15 Prodigy Kyle,Yes,NO,75 (14 & Under),,17 (14 Patriot),,,,,,,,,,,,,,,,,,,,,,,,,
g15clubv1im,Club V 15 Prodigy Steph,Yes,NO,61 (14 & Under),,21 (14 Freedom),,,,,,,,,,9 (15 Invitational),,,,,,,,,,,,,,,
g14clubv2im,Club V 14 Prodigy Austin,Yes,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g14clubv1im,Club V 14 Prodigy Silver,Yes,NO,29 (13 & Under),,,,,,,,,,,,7 (14 Invitational),,,,,,,,,,,,,,,
g17clubv2im,Club V 17 Prodigy Silver,Yes,NO,107 (16 & Under),,1 (16 Patriot),,,,,,,,,,,,,,,,,,,,,,,,,
g17clubv1im,Club V 17 Prodigy Reed,Yes,YES,3 (16 & Under),,11 (16 Open),,,,,,,,,,11 (17 Invitational),,,,,,,,,,,,,,,
g16clubv2im,Club V 16 Prodigy Jenna,Yes,NO,90 (15 & Under),,3 (15 Freedom),,,,,,,,,,,,,,,,,,,,,,,,,
g16clubv1im,Club V 16 Prodigy Reed,Yes,YES,45 (15 & Under),,33 (15 Open),,,,,,,,,,13 (16 Invitational),,,,,,,,,,,,,,,
g18clubv1im,Club V 18 Prodigy Wayne,Yes,NO,26 (17 & Under),,5 (17 Open),,,,,,,,13 (18 Open),,,,,,,,,,,,,,,,,
g18clubv2im,Club V 18 Prodigy Kolton,Yes,NO,77 (17 & Under),,11 (17 American),,,,,,,,15 (18 Open),,,,,,,,,,,,,,,,,
g18coast1sc,COAST 18-1 Victor,Yes,NO,43 (17 & Under),,35 (17 Open),,,,,,,,1 (18 USA),,,,,,,,,,,,,,,,,14th (18U)
g18coast2sc,COAST 18-2 Caio,Yes,NO,95 (17 & Under),,25 (17 USA),,,,,,,,2 (18 Liberty ),,,,,,,,,,,,,,,,,19th (18U)
g16coast1sc,COAST 16-1 Nilay,Yes,NO,7 (15 & Under),,19 (15 Open),,,,,,,,,,,,,,,,,,,,,,,,1st (16U),
g16coast2sc,COAST 16-2 Davis,Yes,NO,98 (15 & Under),,25 (15 Patriot),,,,,,,,,,,,,,,,,,,,,,,,22nd (16U),
g17coast1sc,COAST 17-1 Ozhan,Yes,YES,69 (16 & Under),,19 (16 National),,,,,,,,,,,,,,,,,,,5th (17U),,,,,,
g17coast2sc,COAST 17-2 Bela,Yes,NO,114 (16 & Under),,10 (16 Liberty),,,,,,,,,,,,,,,,,,,9th (17U),,,,,,
g14coast1sc,COAST 14-1 Said,Yes,NO,,13 (13 USA),,,,,,,,,,,,,,,,,,,,,,2nd (14U),3rd (14U),,,
g13coast1sc,COAST 13-1 Tina,Yes,NO,9 (12 & Under),5 (12 National),,,,,,,,,,,,,,,,,,,,,1st (13U),,,,,
g15coast1sc,COAST 15-1 Luis,Yes,NO,3 (14 & Under),,9 (14 Open),,,,,,,,,,,,,,,,,,,,,,,1st (15U),,
g15coast2sc,COAST 15-2 Colton,Yes,NO,,,1 (14 Liberty),,,,,,,,,,,,,,,,,,,,,,,35th (15U),,
g17cpavb1ev,CPA 17 Benson,Yes,NO,,,31 (16 National),,,,,,,,,,,,,,,,,,,,,,,,,
g16cpavb1ev,CPA 16 Drew,Yes,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g18cpavb1ev,CPA 18 Benson,Yes,YES,,,,,,,,,,,,,,,,,3 (18 Open),,,11 (17 Open),,,,,,,,
g16coelt1rm,Colorado Elite 16 Grizzly,Yes,NO,,,,,,,,,,,,,,14 (16 Elite),,,,,,,,,,,,,,
g17coelt1rm,Colorado Elite 17 Grizzly,Yes,NO,141 (16 & Under),,15 (16 Liberty),,,,,,,,,,,11 (17/18 Elite),,,,,,,,,,,,,,
g17cojrs2rm,CoJrs 17Tara/Amy,Yes,NO,139 (16 & Under),,5 (16 Patriot),,,,,,,,,,,16 (17/18 Elite),,,,,,,,,,,,,,
g17cojrs1rm,CoJrs 17Kevin,Yes,YES,91 (16 & Under),,9 (16 USA),,,,,,,,,,,5 (17/18 Elite),,,,,,,,,,,,,,
g16cojrs2rm,CoJrs 16Bri,Yes,NO,142 (15 & Under),,35 (15 American),,,,,,,,,,,11 (16 Elite),,,,,,,,,,,,,,
g16cojrs1rm,CoJrs 16Sherri,Yes,NO,75 (15 & Under),,35 (15 Open),,,,,,,,,,,5 (16 Elite),,,,,,,,,,,,,,
g15cojrs1rm,CoJrs 15Shannon,Yes,NO,46 (14 & Under),,19 (14 National),,,,,,,,,,,5 (15 Elite),,,,,,,,,,,,,,
g15cojrs2rm,CoJrs 15Candace,Yes,NO,,,,,,,,,,,,,,1 (15 Elite),,,,,,,,,,,,,,
g14cojrs1rm,CoJrs 14Jen,Yes,NO,,31 (13 National),,,,,,,,,,,,1 (14 Elite),,,,,,,,,,,,,,
g15dakwa1ps,DaKine U15 National Pink,Yes,NO,,,35 (14 National),,,,,,,,,,,,,,,,,,,,,,,,,
g16dakwa1ps,DaKine U16 National Pink,Yes,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g17dakwa1ps,Dakine U17 National Pink,Yes,NO,,,3 (16 National),,,,,,,,,,,,,,,,,,,,,,,,,
g17premr1nt,Premier 17 Black G,Yes,YES,59 (16 & Under),,2 (16 Freedom),,,,,,,,,,1 (17 National ),,,,,,,,,,,,,,,
g16premr1nt,Premier 16 Black A,Yes,NO,116 (15 & Under),,21 (15 Liberty),,,,,,,,,,7 (16 National),,,,,,,,,,,,,,,
g15premr3nt,Premier 15 Crimson W,Yes,NO,,,,,,,,,,,,,37 (15 National),,,,,,,,,,,,,,,
g18premr1nt,Premier 18 Black,Yes,NO,,,23 (17 Liberty),,,,,,,,,,,,,,18 (18 USA),,,,,,,,,,,
g15drive1nt,Drive Nation 15-Red,Yes,YES,14 (14 & Under),,26 (14 Open),,,,,,,,,,13 (15 Invitational),,,,,,,,,,,,,,,
g16drive1nt,Drive Nation 16-Red,Yes,NO,51 (15 & Under),,11 (15 American),,,,,,,,,,,,,,,,,,,,,,,,,
g17drive1nt,Drive Nation 17-Red,Yes,YES,11 (16 & Under),,25 (16 Open),,,,,,,,,,7 (17 Invitational),,,,,,,,,,,,,,,
g15dunes1ho,Dunes 15 Black,Yes,NO,,,,,,,,,,,,,,,,,,,33 (14 Open),,,,,,,,,
g18ecpwr1ke,EC Power KOP 18 Black,Yes,YES,78 (17 & Under),,9 (17 National),,,,,,,,,,,,,10 (18 Open),,,,,,,,,,,,
g18elath1im,Elevate Athletics 18 Nike,Yes,NO,,,31 (17 National),,,,,,,,11 (18 Open),,,,,,,,,33 (17 Open),,,,,,,,
g17elath1im,Elevate Athletics 17 Nike,Yes,NO,,,2 (16 American),,,,,,,,,,,,,,,,,60 (16 Open),,,,,,,,
g17eleva1ov,Elevation 17 Chicas,Yes,YES,61 (16 & Under),,35 (16 Open),,,,,,,,,9 (17 Open),,,,,,,,,,,,,,,,
g16eleva1ov,Elevation 16 Renfro,Yes,YES,35 (15 & Under),,26 (15 National),,,,,,,,,5 (16 Open),,,,,,,,,,,,,,,,
g15eleva1ov,Elevation 15 ED,Yes,YES,17 (14 & Under),,3 (14 Open),,,,,,,,,5 (15 Open),,,,,,,,,,,,,,,,
g14eleva1ov,Elevation 14 Case,Yes,YES,21 (13 & Under),11 (13 Open),,,,,,,,,,3 (14 Open),,,,,,,,,,,,,,,,
g13eleva1ov,Elevation 13-Molly,Yes,YES,,13 (12 National),,,,,,,,,,1 (13 Open),,,,,,,,,,,,,,,,
g18eleva1ov,Elevation 18 Lehman,Yes,YES,33 (17 & Under),,27 (17 Open),,,,,,,,,1 (18 Open),,,,,,,,,,,,,,,,
g13elevb1rm,Elevation 13 Peak,Yes,NO,18 (12 & Under),39 (12 National),,,,,,,,,,,,2 (13 Elite),,,,,,,,,,,,,,
g16elevb1rm,Elevation 16 Peak,Yes,NO,95 (15 & Under),,17 (15 USA),,,,,,,,,,,5 (16 Elite),,,,,,,,,,,,,,
g17excel1nt,EXCEL 17 National Red,Yes,NO,59 (16 & Under),,21 (16 National),,,,,,,,,,13 (17 Invitational),,,,,,,,,,,,,,,
g14excel1nt,EXCEL 14 National Red,Yes,NO,9 (13 & Under),15 (13 Open),,,,,,,,,,,2 (14 Invitational),,,,,,,,,,,,,,,
g13excel1nt,EXCEL 13 National Red,Yes,NO,3 (12 & Under),11 (12 National),,,,,,,,,,,,,,,,,,,,,,,,,,
g12excel1nt,EXCEL 12 National Red,Yes,NO,,2 (11 National),,,,,,,,,,,,,,,,,,,,,,,,,,
g15excel1nt,EXCEL 15 National Red,Yes,NO,31 (14 & Under),,11 (14 National),,,,,,,,,,19 (15 Invitational),,,,,,,,,,,,,,,
g16excel1nt,EXCEL 16 National Red,Yes,NO,57 (15 & Under),,9 (15 Open),,,,,,,,,,11 (16 Invitational),,,,,,,,,,,,,,,
g18excel1nt,EXCEL 18 National Red,Yes,NO,58 (17 & Under),,33 (17 Open),,,,,,,,,,,,,,,,,,,,,,,,,
g18fovbc1lk,FaR Out 18 Black,Yes,YES,,,,,,,,,,5 (18U Seeding),,,,,,,,,,5 (17 Premier),,,,,,,,
g15fovbc1lk,FaR Out 15 Black,Yes,YES,26 (14 & Under),,,,,,,,,4 (15U Seeding),,3 (15 Open),,,,,,,3 (14 Open),,,,,,,,,
g14fovbc1lk,FaR Out 14 Black,Yes,YES,,,,,,,,,,None (14U Seeding),,3 (14 Open),,,,,,2 (13 Open),,,,,,,,,,
g17fovbc1lk,FaR Out 17 Black,Yes,NO,85 (16 & Under),,,,,,,,,7 (17U Seeding),,3 (17 Open),,,,,,,,9 (16 Open),,,,,,,,
g16fovbc1lk,FaR Out 16 Black,Yes,NO,61 (15 & Under),,,,,,,,,7 (16U Seeding),,14 (16 Open),,,,,,,23 (15 Open),,,,,,,,,
g18fight1ha,Fight Club VB 18-1,Yes,NO,53 (17 & Under),,9 (17 USA),17 (18 Liberty),,,13th (G18 Liberty),,,,,,,,,,,,,,,,,,,,,
g17forza1sc,FORZA1 17 ONE,Yes,NO,19 (16 & Under),,13 (16 Open),,,,,,,,,,,,,,,,,,,21st (17U),,,,,,
g15forza1sc,FORZA1 15 ONE,Yes,NO,37 (14 & Under),,18 (14 National),,,,,,,,,,,,,,,,,,,,,,,15th (15U),,
g17forzn1sc,FORZA1 NORTH 17 ONE,Yes,YES,21 (16 & Under),,26 (16 Open),,,,,,,,,,,,,,,,,,,2nd (17U),,,,,,
g16forzn1sc,FORZA1 NORTH 16 ONE,Yes,NO,61 (15 & Under),,27 (15 American),,,,,,,,,,,,,,,,,,,,,,,,28th (16U),
g18forzn1sc,FORZA1 NORTH 18 ONE,Yes,NO,45 (17 & Under),,19 (17 National),,,,,,,,8 (18 Open),,,,,,,,,,,,,,,,,9th (18U)
g18fceli1bg,FC Elite 18 Elite,Yes,NO,106 (17 & Under),,19 (17 Freedom),,,,,,,,,,,,,15 (18 Open),,,,,,,,,,,,
g16fceli12bg,FC Elite 16 Elite,Yes,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g17fceli1bg,FC Elite 17 Navy,Yes,NO,53 (16 & Under),,32 (16 Open),,,,,,,,,,,,,,,,,,,,,,,,,
g14fceli1bg,FC Elite 14 Navy,Yes,NO,,3 (13 Patriot),,,,,,,,,,,,,,,,,,,,,,,,,,
g17frvbc1rm,FRVBC 17-1 Black,Yes,NO,93 (16 & Under),,19 (16 American),,,,,,,,,,,5 (17/18 Elite),,,,,,,,,,,,,,
g16frvbc1rm,FRVBC 16-1 Black,Yes,NO,,,,,,,,,,,,,,5 (16 Elite),,,,,,,13 (15 Elite),,,,,,,
g18frvbc1rm,FRVBC 18-1 Black,Yes,NO,53 (17 & Under),,13 (17 USA),,,,,,,,,,,1 (17/18 Elite),,,,,,,,,,,,,,
g17gjvbc1fl,GJ 17 ADIDAS,Yes,NO,,,9 (16 Freedom),,,,,,,,,,,,12 (17 Open),,,,,13 (16 Select),,,,,,,,
g13gjvbc1fl,GJ 13 ADIDAS,Yes,YES,,13 (12 USA),,,,,,,,,,,,,1 (13 Open),,,1 (12 Premier),,,,,,,,,,
g15gjvbc1fl,GJ 15 ADIDAS,Yes,NO,,,1 (14 National),,,,,,,,,,,,3 (15 Open),,,,5 (14 Premier),,,,,,,,,
g13gpont1fl,GP 13 National,Yes,YES,,19 (12 USA),,,,,,,,,,,,,2 (13 Open),,,10 (12 Open),,,,,,,,,,
g14gpont1fl,GP 14 National,Yes,YES,,18 (13 National),,,,,,,,,,,,,,,,5 (13 Open),,,,,,,,,,
g17gpont1fl,GP 17 National,Yes,YES,34 (16 & Under),,27 (16 National),,,,,,,,,,,,5 (17 Open),,,,,45 (16 Open),,,,,,,,
g16gpont1fl,GP 16 National,Yes,NO,93 (15 & Under),,13 (15 American),,,,,,,,,,,,12 (16 Open),,,,47 (15 Open),,,,,,,,,
g18gpont1fl,GP 18 National,Yes,NO,7 (17 & Under),,3 (17 National),,,,,,,,5 (18 USA),,,,5 (18 Open),,,,,5 (17 Open),,,,,,,,
g17globl1fl,GSI 17 Green,Yes,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g17hnlvb1ah,HNL Volleyball 17 Black,Yes,NO,74 (16 & Under),,18 (16 National),,,,,,,,,,,,,,,,,,,,,,,,,
g16hnlvb1ah,HNL Volleyball 16 Black,Yes,NO,,,11 (15 National),,,,,,,,,,,,,,,,,,,,,,,,,
g17hpstl1gw,HPSTL 17 Royal,Yes,YES,29 (16 & Under),,22 (16 National),,,,,,,,,,,,,,,,,,,,,,,,,
g14hpstl1gw,HPSTL 14 Royal,Yes,YES,,7 (13 Open),,,,,,,,,,,,,,,,,,,,,,,,,,
g12hpstl1gw,HPSTL 12 Royal,Yes,NO,,3 (11 National),,,,,,,,,,,,,,,,,,,,,,,,,,
g16hpstl1gw,HPSTL 16 Royal,Yes,YES,13 (15 & Under),,32 (15 Open),,,,,,,,,,,,,,,,,,,,,,,,,
g15hpstl1gw,HPSTL 15 Royal,Yes,NO,,,3 (14 American),,,,,,,,,,,,,,,,,,,,,,,,,
g18hpstl1gw,HPSTL 18 Royal,Yes,NO,69 (17 & Under),,13 (17 National),6 (18 Open),,,,,,,,,,,,,,,,,,,,,,,,
g18houjr1ls,HJV 18 ELITE,Yes,YES,21 (17 & Under),,29 (17 Open),,,,,,,,,,,,,,10 (18 Open),,,,,,,,,,,
g15houjr1ls,HJV 15 ELITE,Yes,YES,30 (14 & Under),,33 (14 Open),,,,,,,,,,13 (15 Invitational),,,,,,,,,,,,,,,
g15houjr2ls,HJV 15 PREMIER,Yes,NO,,,11 (14 Liberty),,,,,,,,,,5 (15 National),,,,,,,,,,,,,,,
g13houjr1ls,HJV 13 ELITE,Yes,NO,,13 (12 American),,,,,,,,,,,9 (13 National),,,,,,,,,,,,,,,
g14houjr1ls,HJV 14 ELITE,Yes,YES,26 (13 & Under),1 (13 Patriot),,,,,,,,,,,9 (14 Invitational),,,,,,,,,,,,,,,
g17houjr1ls,HJV 17 ELITE,Yes,YES,65 (16 & Under),,5 (16 USA),,,,,,,,,,2 (17 Invitational),,,,,,,,,,,,,,,
g17houjr2ls,HJV 17 PREMIER,Yes,NO,109 (16 & Under),,9 (16 Patriot),,,,,,,,,,9 (17 National ),,,,,,,,,,,,,,,
g16houjr1ls,HJV 16 ELITE,Yes,YES,37 (15 & Under),,13 (15 Open),,,,,,,,,,9 (16 Invitational),,,,,,,,,,,,,,,
g16houjr2ls,HJV 16 PREMIER,Yes,YES,78 (15 & Under),,1 (15 Freedom),,,,,,,,,,7 (16 National),,,,,,,,,,,,,,,
g17hosky2ls,H Skyline 17 Black,Yes,NO,90 (16 & Under),,5 (16 American),,,,,,,,,,5 (17 National ),,,,,,,,,,,,,,,
g17hosky1ls,H Skyline 17 Royal,Yes,YES,11 (16 & Under),,29 (16 Open),,,,,,,,,,5 (17 Invitational),,,,,,,,,,,,,,,
g14hosky1ls,H Skyline 14 Royal,Yes,YES,,15 (13 Open),,,,,,,,,,,3 (14 Invitational),,,,,,,,,,,,,,,
g15hosky2ls,H Skyline 15 Black,Yes,NO,,,9 (14 Patriot),,,,,,,,,,11 (15 National),,,,,,,,,,,,,,,
g15hosky1ls,H Skyline 15 Royal,Yes,YES,11 (14 & Under),,23 (14 Open),,,,,,,,,,7 (15 Invitational),,,,,,,,,,,,,,,
g16hosky2ls,H Skyline 16 Black,Yes,NO,101 (15 & Under),,5 (15 USA),,,,,,,,,,18 (16 Invitational),,,,,,,,,,,,,,,
g16hosky1ls,H Skyline 16 Royal,Yes,YES,5 (15 & Under),,22 (15 Open),,,,,,,,,,7 (16 Invitational),,,,,,,,,,,,,,,
g18hosky1ls,H Skyline 18 Royal,Yes,YES,17 (17 & Under),,1 (17 Open),,,,,,,,,,,,,,2 (18 Open),,,,,,,,,,,
g18hosky2ls,H Skyline 18 Black,Yes,NO,83 (17 & Under),,17 (17 USA),,,,,,,,,,,,,,22 (18 USA),,,,,,,,,,,
g18idcrs1im,ID Crush 18 Engelson,Yes,NO,13 (17 & Under),,9 (17 Open),,,,,,,,11 (18 Open),,,,,,,,,,,,,,,,,
g15idcrs1im,ID Crush 15 Yett,Yes,YES,18 (14 & Under),,11 (14 American),,,,,,,,,,,5 (15 Elite),,,,,,,,,,,,,,
g14idcrs1im,ID Crush 14 Holtzclaw,Yes,NO,,2 (13 American),,,,,,,,,,,,,,,,,,,,,,,,,,
g17idcrs1im,ID Crush 17 Bower,Yes,YES,35 (16 & Under),,9 (16 National),,,,,,,,,,,3 (17/18 Elite),,,,,,,,,,,,,,
g16idcrs1im,ID Crush 16 Bower,Yes,YES,33 (15 & Under),,5 (15 Open),,,,,,,,,,,1 (16 Elite),,,,,,,,,,,,,,
g16ievbc1gl,Illini Elite 16 Cardinal,Yes,NO,118 (15 & Under),,,,,,,,,13 (16U Seeding),,,,,,,,,30 (15 Open),,,,,,,,,
g17ievbc1gl,Illini Elite 17 Cardinal,Yes,YES,29 (16 & Under),,,,,,,,,,,,,,,,,,,13 (16 Open),,,,,,,,
g18ievbc1gl,Illini Elite 18 Cardinal,Yes,YES,7 (17 & Under),,,,,,,,,,,,,,,,,,,5 (17 Open),,,,,,,,
g17imgvb1fl,IMGA Ascender Elite 17-1,Yes,NO,85 (16 & Under),,,,,,,,,,,,,,,,,,,56 (16 Open),,,,,,,,
g15imgvb1fl,IMGA Ascender Elite 15-1,Yes,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g17invas1ha,Invasion 17-Black,Yes,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g17pwrpx1ia,PowerPlex 17U Brogean,Yes,YES,119 (16 & Under),,5 (16 American),1 (17 Club),,,,,,,,,,,,,,,,,,,,,,,,
g16pwrpx1ia,PowerPlex 16U Nelson,Yes,NO,106 (15 & Under),,31 (15 National),9 (16 Club),,,,,,,,,,,,,,,,,,,,,,,,
g15pwrpx1ia,PowerPlex 15U Mendieta,Yes,NO,89 (14 & Under),,,,,,,,,,,,,,,,,,29 (14 Open),,,,,,,,,
g18pwrpx1ia,PowerPlex 18U Wieland,Yes,NO,,,17 (17 Freedom),7 (18 Open),,,,,,,,,,,,,,,,,,,,,,,,
g15iautd1ia,Iowa United 151 Elite,Yes,YES,53 (14 & Under),,31 (14 Open),,,,,,,,,,,,,,,,,,,,,,,,,
g16iautd1ia,Iowa United 161 Elite,Yes,NO,127 (15 & Under),,,,,,,,,,,,,,,,,,,,5 (15 Premier),,,,,,,
g17iautd1ia,Iowa United 171 Elite,Yes,NO,,,5 (16 National),,,,,,,,,,,,,,,,,,,,,,,,,
g17jaxjr1fl,JJVA 17 Teal,Yes,NO,151 (16 & Under),,,,,,,,,,,,,,21 (17 Open),,,,,119 (16 Premier),,,,,,,,
g16jaxjr1fl,JJVA 16 Teal,Yes,NO,135 (15 & Under),,,,,,,,,,,,,,5 (16 Open),,,,,,74 (15 Premier),,,,,,,
g15jaxjr1fl,JJVA 15 Teal,Yes,NO,93 (14 & Under),,23 (14 USA),,,,,,,,,,,,22 (15 Open),,,,,,,,,,,,,
g15skyln1fl,JAX SKYLINE 15 Royal,Yes,NO,79 (14 & Under),,17 (14 USA),,,,,,,,,,,,,,,,,,,,,,,,,
g16skyln1fl,JAX SKYLINE 16 Royal,Yes,NO,135 (15 & Under),,19 (15 American),,,,,,,,,,,,,,,,,,,,,,,,,
g17skyln1fl,JAX SKYLINE 17 Royal,Yes,NO,147 (16 & Under),,3 (16 American),,,,,,,,,,,,,,,,,54 (16 Open),,,,,,,,
g16jugge1rm,Juggernaut 16-National1,Yes,NO,,,,,,,,,,,,,,3 (16 Elite),,,,,,,,,,,,,,
g16ktvbc1so,K2 16 Elite,Yes,NO,84 (15 & Under),,,,,,,,,10 (16U Seeding),,,,,,,,,25 (15 Open),,,,,,,,,
g18ktvbc1so,K2 18 Jota,Yes,NO,,,,,,,,,,3 (18U Seeding),,,,,,,,,,,,,,,,,,
g16kaulu2ah,Ka Ulukoa 16 Taylor,Yes,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g16kaulu1ah,Ka Ulukoa 16 Larry,Yes,NO,29 (15 & Under),,,,,,,,,,,,,,,,,,,,,,,,,,,
g16kairo2no,Kairos 16 Beta,Yes,NO,,,,,,,,,,,,,,,,,,,,,21 (15 Premier),,,,,,,
g16kairo1no,Kairos 16 Alpha,Yes,YES,13 (15 & Under),,13 (15 Open),,,,,,,,,,,,,,,,,,,,,,,,,
g17kairo2no,Kairos 17 Beta,Yes,NO,,,,,,,,,,,,,,,,,,,,17 (16 Premier),,,,,,,,
g17kairo1no,Kairos 17 Alpha,Yes,YES,21 (16 & Under),,27 (16 Open),,,,,,,,,,,,,,,,,,,,,,,,,
g15kairo1no,Kairos 15 Alpha,Yes,YES,53 (14 & Under),,13 (14 National),,,,,,,,,,,,,,,,,,,,,,,,,
g15kairo2no,Kairos 15 Beta,Yes,NO,,,,,,,,,,,,,,,,,,,23 (14 Premier),,,,,,,,,
g14kairo1no,Kairos 14 Alpha,Yes,NO,29 (13 & Under),,,,,,,,,,,,,,,,,3 (13 Premier),,,,,,,,,,
g18kairo1no,Kairos 18 Alpha,Yes,NO,49 (17 & Under),,13 (17 National),15 (18 Open),,,,,,,,,,,,,,,,,,,,,,,,
g18power1ha,KC Power 18-1,Yes,YES,29 (17 & Under),,13 (17 Open),3 (18 Open),,,,,,,,,,,,,,,,,,,,,,,,
g14power1ha,KC Power 14-1,Yes,NO,10 (13 & Under),13 (13 USA),,,,,,,,,,,,,,,,,,,,,,,,,,
g13power1ha,KC Power 13-1,Yes,YES,15 (12 & Under),5 (12 American),,,,,,,,,,,,,,,,,,,,,,,,,,
g12power1ha,KC Power 12-1,Yes,NO,,7 (11 Patriot),,9 (12 Club),,,,,,,,,,,,,,,,,,,,,,,,
g15power1ha,KC Power 15-1,Yes,YES,5 (14 & Under),,5 (14 Open),,,,,,,,,,,,,,,,,,,,,,,,,
g15power2ha,KC Power 15-2,Yes,NO,27 (14 & Under),,31 (14 National),,,,,,,,,,,,,,,,,,,,,,,,,
g17power1ha,KC Power 17-1,Yes,YES,27 (16 & Under),,5 (16 National),,,,,,,,,,,,,,,,,,,,,,,,,
g17power2ha,KC Power 17-2,Yes,NO,131 (16 & Under),,9 (16 Liberty),,,,,,,,,,,,,,,,,,,,,,,,,
g16power1ha,KC Power 16-1,Yes,YES,29 (15 & Under),,3 (15 National),,,,,,,,,,,,,,,,,,,,,,,,,
g17akiva1pr,KIVA 17 Red,Yes,NO,97 (16 & Under),,,,,,,,,4 (17U Seeding),,9 (17 Open),,,,,,,,21 (16 Open),,,,,,,,
g15akiva1pr,KIVA 15 Red,Yes,NO,49 (14 & Under),,,,,,,,,5 (15U Seeding),,9 (15 Open),,,,,,,13 (14 Open),,,,,,,,,
g16akiva1pr,KIVA 16 Red,Yes,NO,43 (15 & Under),,,,,,,,,3 (16U Seeding),,9 (16 Open),,,,,,,3 (15 Open),,,,,,,,,
g12akiva1pr,KIVA 12 Red,Yes,NO,,,,,,,,,,None (12 Girls Full Schedule),,1 (12 Open),,,,,,3 (11 Open),,,,,,,,,,
g13akiva1pr,KIVA 13 Red,Yes,NO,15 (12 & Under),,,,,,,,,None (13U Seeding),,3 (13 Open),,,,,,11 (12 Open),,,,,,,,,,
g14akiva1pr,KIVA 14 Red,Yes,NO,27 (13 & Under),,,,,,,,,None (14U Seeding),,9 (14 Open),,,,,,13 (13 Open),,,,,,,,,,
g18akiva1pr,KIVA 18 Red,Yes,NO,35 (17 & Under),,,,,,,,,7 (18U Seeding),,3 (18 Open),,,,,,,,19 (17 Open),,,,,,,,
g17kokro1no,Kokoro Volleyball 17-1,Yes,NO,,,,,,,,,,,,,,,,,,,,19 (16 Open),,,,,,,,
g18kuika1ah,KU`IKAHI 18 Wahine RSB,Yes,NO,37 (17 & Under),,21 (17 National),,,,,,,,,,,,,,,,,,,,,,,,,
g18legvc1lk,Legacy 18-1 ADIDAS,Yes,NO,11 (17 & Under),,13 (17 Open),,,,,,,,,,,,,11 (18 Open),,,,3 (17 Open),,,,,,,,
g18legvc2lk,Legacy 18-2 ADIDAS,Yes,NO,59 (17 & Under),,,,,,,,,,,,,,,15 (18 USA),,,,31 (17 Premier),,,,,,,,
g17legvc2lk,Legacy 17-2 ADIDAS,Yes,NO,104 (16 & Under),,,,,,,,,,,5 (17 Open),,,,,,,,5 (16 Premier),,,,,,,,
g17legvc1lk,Legacy 17-1 ADIDAS,Yes,NO,9 (16 & Under),,3 (16 Open),,,,,,,,,1 (17 Open),,,,,,,,1 (16 Open),,,,,,,,
g14legvc1lk,Legacy 14-1 ADIDAS,Yes,YES,3 (13 & Under),7 (13 Open),,,,,,,,,,1 (14 Open),,,,,,1 (13 Open),,,,,,,,,,
g14legvc2lk,Legacy 14-2 ADIDAS,Yes,NO,,9 (13 USA),,,,,,,,,,5 (14 Open),,,,,,3 (13 Premier),,,,,,,,,,
g13legvc1lk,Legacy 13-1 ADIDAS,Yes,NO,,,,,,,,,,,,11 (13 Open),,,,,,11 (12 Open),,,,,,,,,,
g15legvc1lk,Legacy 15-1 ADIDAS,Yes,YES,5 (14 & Under),,5 (14 Open),,,,,,,,,3 (15 Open),,,,,,,1 (14 Open),,,,,,,,,
