g14lbolt1az,,,,,,11 (13/14 Club),,,,,,,,,,,,,,,,,,,,,,,Boltz 14U DesertAces
g14lbvbc1sc,,,,,,,,,,,,,,,,,,,,,,,,212nd (14U),221th (14U),,,,
g14lcvbc1ge,,,,,,,,,,,,,,,,,,87 (13 Aspire),,,,,,,,,,,
g14lcvbc1sc,,,,,,,,,,,,,,,,,,,,,,,,263th (14U),257th (14U),,,,
g14ldiab1az,,,,,,27 (13/14 Club),,,,,,,,,,,,,,,,,,,,,,,Diablos 14s
g14leasi1ca,,,,,,,,,9 (15 Open),,,,,,,,,,,,,,,,,,,,Leaside Strikers
g14leasi2ca,,,,,,,,7 (14 Premier Girls),,,,,,,,,,,,,,,,,,,,,Leaside 14 Thunderbolts
g14legac1sc,,,,,,,,,,,,,,,,,,,,,,,,27th (14U),21st (14U),,,,
g14legac2sc,,,,,,,,,,,,,,,,,,,,,,,,216th (14U),209th (14U),,,,
g14legio1xl,,,,,,,,,,,,,,,,,,77 (13 Aspire),,,,,,,,,,,
g14legvc1lk,3 (13 & Under),7 (13 Open),,,,,,,,,,1 (14 Open),,,,,,1 (13 Open),,,,,,,,,,,Legacy 14-1 ADIDAS
g14legvc2lk,,9 (13 USA),,,,,,,,,,5 (14 Open),,,,,,3 (13 Premier),,,,,,,,,,,Legacy 14-2 ADIDAS
g14legvc3lk,,,,,,,,,,,,9 (14 Premier),,,,,,33 (13 Classic),,,,,,,,,,,Legacy 14-3 ADIDAS
g14legvc4lk,,,,,,,,,,,,,,,,,,41 (13 Classic),,,,,,,,,,,Legacy 14-Elite East
g14lexvb1pr,,,,,,,,,,,,,,,,,,23 (13 Premier),,,,,,,,,,,Lex United 14 Elite
g14lexvb2pr,,,,,,,,,,,,,,,,,,98 (13 Club),,,,,,,,,,,Lex United 44 Elite
g14lgacy1cr,,,,,27 (14U Girls),,,,,,,,,,,,,108 (13 Club),,,,,,,,,,,CLVC 14-Black
g14lgacy1gp,,,,,,,,,,,,,,,,,,39 (13 Spirit),,,,,,,,,,,CLUB LEGACY 14 ALPHA
g14liber1ch,,,,,,,,,,,,,,,,,,52 (13 Spirit),,,,,,,,,,,LIBERO 14 HUSKIES
g14libvb1ch,,,,,,,,,,,,,,,,,,85 (13 Club),,,,,,,,,,,LEVBC U14 National
g14light1fl,,,,,,,,,,,,,,,13 (14 Open),,,76 (13 Club),,,,,,,,,,,OVA 14 Black
g14light2fl,,,,,,,,,,,,,,,,,,81 (13 Classic),,,,,,,,,,,OVA 14 Blue
g14limit1fl,,,,,,,,,,,,,,,,,,87 (13 Aspire),,,,,,,,,,,No Limits 14U Navy
g14limit2fl,,,,,,,,,,,,,,,,,,143 (13 Classic),,,,,,,,,,,No Limits 14U White
g14livvc1sc,,,,,,,,,,,,,,,,,,,,,,,,33rd (14U),41th (14U),,,,LIV 14's Royal
g14livvc2sc,,,,,,,,,,,,,,,,,,,,,,,,104th (14U),101th (14U),,,,LIV 14's Black
g14livvc3sc,,,,,,,,,,,,,,,,,,,,,,,,184th (14U),181st (14U),,,,
g14livwr1az,,3 (13 Liberty),,,,15 (14 Open),,,,,,,,,,,,,,,,,,,,,,,LIVEWIRE 14 Prime
g14livwr2az,,,,,,11 (13/14 Club),,,,,,,,,,,,,,,,,,,,,,,LIVEWIRE 14 Boost
g14livwr3az,,,,,,33 (13/14 Club),,,,,,,,,,,,,,,,,,,,,,,LIVEWIRE 14 Black
g14livwr4az,,,,,,59 (13/14 Club),,,,,,,,,,,,,,,,,,,,,,,LIVEWIRE 14 Red
g14ljvbc1sc,,,,,,,,,,,,,,,,,,,,,,,,160th (14U),145th (14U),,,,
g14louel1ch,,,,,,,,,,,,,,,,,,61 (13 Aspire),,,,,,,,,,,Loudoun Elite 14 Josi
g14lovel1rm,,,,,,,,,,,,,,14 (14 Club),,,,,,,,,,,,,,,LVBC 14-1
g14lrdjv1ls,,5 (13 American),,,,,,,,,,,,,,,,,,,,,,,,,,,
g14lsjvc1sc,,,,,,,,,,,,,,,,,,,,,,,,116th (14U),113th (14U),,,,
g14ltseu1nc,,17 (13 USA),,,,,,,,,,,,,,,,,,,,,,,,,,,SF Elite 14 Saga
g14ltxsv1ls,,,,,,,,,,,,,14 (14 National),,,,,68 (13 Club),,,,,,,,,,,LTX SELECT - 14 Yellow
g14lumad1fl,,,,,,,,,,,,,,,,,,115 (13 Classic),,,,,,,,,,,LuMaDe 14 Blue
g14lupvb1ov,,,,,,,,,,,,1 (14 Club),,,,,,,,,,,,,,,,,Level Up 14-1
g14lvc233pu,,,,,,,,,,,,,,,,,,35 (13 Spirit),,,,,,,,,,,
g14lvslo1pu,,,,,,,,,,,,,,,,,,148 (13 Classic),,,,,,,,,,,LVSL 14-1
g14m1vbc1no,,,,,,,,,,,,,,,,,,76 (13 Club),,,,,,,,,,,Mizuno M1 141
g14m1vbc2no,,,,,,,,,,,,,,,,,,117 (13 Classic),,,,,,,,,,,Mizuno M1 142
g14madel1bg,,,,,,,,,,,,,,,,,,69 (13 Classic),,,,,,,,,,,Madison Elite 14 Teal
g14madel2bg,,,,,,,,,,,,,,,,,,139 (13 Classic),,,,,,,,,,,
g14madjr1bg,,35 (13 American),,,,,,,,,,,,,,,,,,,,,,,,,,,Madtown 141 National
g14madjr2bg,,45 (13 Patriot),,,,,,,,,,,,,,,,,,,,,,,,,,,Madtown 142 National
g14majvb1ne,,,,,,,,,,,,,,,,,,74 (13 Spirit),,,,,,,,,,,Mass Premier 14-1
g14mamba1ha,,,,27 (14 Club),,,,,,,,,,,,,,,,,,,,,,,,,Manhattan Mamba 14-1
g14marin1nc,,26 (13 Patriot),,,,,,,,,,,,,,,,,,,,,,,,,,,MARIN 14 Black
g14mauna1ah,,,,,,,,,,,,,,,,,,9 (13 Club),,,,,,,,,,,Maunalani 14-Rise
g14mavas1pr,,,,,,,,,,,,9 (14 Premier),,,,,,29 (13 Premier),,,,,,,,,,,MAVA 14-Select
g14mavas2pr,,,,,,,,,,,,,,,,,,39 (13 Aspire),,,,,,,,,,,MAVA Adidas 14-Elite
g14mavbc1ha,11 (13 & Under),14 (13 Open),,,,,,,,,,,,,,,,,,,,,,,,,,,MAVS 14 Elite
g14mavbc3ha,,,,5 (14 Club),,,,,,,,,,,,,,,,,,,,,,,,,MAVS KC 14 Premier
g14mavbc4ha,,,,9 (14 Club),,,,,,,,,,,,,,,,,,,,,,,,,MAVS KC 14 Regional
g14mavrk1ov,,,,,,,,10 (14 Club White),,,,,,,,,,,,,,,,,,,,,Maverick 14 Maroon
g14mavrk2ov,,,,,,,,15 (14 Club Black),,,,,,,,,,69 (13 Classic),,,,,,,,,,,Maverick 14 Grey
g14mavse1ha,,3 (13 National),,9 (15 Club),,,,,,,,,,,,,,,,,,,,,,,,,MAVS 816 14 National
g14mavse2ha,,,,26 (14 Club),,,,,,,,,,,,,,,,,,,,,,,,,MAVS 816 14 Premier
g14maxpe1ls,,,,,,,,,,,,,51 (14 National),,,,,,,,,,,,,,,,Max Performance 14 Blue
g14mcmav1ls,,,,,,,,,,,,,33 (14 National),,,,,,,,,,,,,,,,MoCo MAVS 14 Red
g14mcvba1gl,,27 (13 Patriot),,,,,,,,,,,,,,,,,,,,,,,,,,,MichioChicago 14BlueSmoke
g14mcvbc1ch,,55 (13 American),,,,,,,,,,,,,,,,,,,,,,,,,,,MOCO Magic
g14mdcty1sc,,,,,,,,,,,,,,,,,,,,,,,,160th (14U),153rd (14U),,,,
g14mdcty2sc,,,,,,,,,,,,,,,,,,,,,,,,120th (14U),125th (14U),,,,
g14mdjrs1ch,,,,,,,,,,,,,,,,,,37 (13 Aspire),,,,,,,,,,,MDJRS 14 Elite Black
g14mdpng1bg,,,,,,,,,,,,,,,,,,63 (13 Club),,,,,,,,,,,Midwest Penguins 14-Black
g14metro1ch,,27 (13 National),,,3 (14U Girls),,,,,,,,,,,,,,,,,,,,,,,,Metro 14 Travel
g14metro1ho,,,,,,,,,,None (14U Seeding),,,,,,,,5 (13 Aspire),,,,,,,,,,,Metro VBC 14 Pink
g14metro2ho,,,,,,,,,,,,,,,,,,49 (13 Classic),,,,,,,,,,,Metro VBC 14 Black
g14metro4ch,,,,,,,,,,,,,,,,,,16 (13 Aspire),,,,,,,,,,,
g14metro5ch,,,,,,,,,,,,,,,,,,21 (13 Spirit),,,,,,,,,,,
g14mevbc1bg,,,,,,,,,,,,,,,,,,25 (13 Aspire),,,,,,,,,,,414 - 14 Elite
g14mevbc1fl,,,,,,,,,,,,,,,,,,25 (13 Spirit),,,,,,,,,,,Miami Elite 14-1
g14mfier1ls,,,,,,,,,,,,,27 (14 National),,,,,,,,,,,,,,,,McAllen Fierce 14-1
g14mhype1fl,,,,,,,,,,,,,,,,,,110 (13 Club),,,,,,,,,,,Miami Hype 14U PRIME
g14mhype2fl,,,,,,,,,,,,,,,,,,25 (13 Classic),,,,,,,,,,,Miami Hype 14U POWER1
g14mhype3fl,,,,,,,,,,,,,,,,,,162 (13 Classic),,,,,,,,,,,Miami Hype 14U POWER2
g14miava1fl,,,,,,,,,,,,,,,,,,13 (13 Premier),,,,,,,,,,,MVA 14 Freideman
g14miava2fl,,,,,,,,,,,,,,,,,,57 (13 Club),,,,,,,,,,,MVA 14 Andres
g14miava3fl,,,,,,,,,,,,,,,,,,41 (13 Classic),,,,,,,,,,,MVA 14 Luis
g14miava4fl,,,,,,,,,,,,,,,,,,53 (13 Classic),,,,,,,,,,,MVA 14 Gneiss
g14midtn1so,,46 (13 National),,,,,,,,,,,,,,,,,,,,,,,,,,,MIDTN 14 BLACK
g14mieva1lk,,,,,,,,2 (14 Open Girls),,,,,,,,,,13 (13 Open),,,,,,,,,,,MiElite 14 Mizuno
g14mieva2lk,,,,,,,,,,,,,,,,,,17 (13 Premier),,,,,,,,,,,MiElite 14 Elite
g14mieva3lk,,,,,,,,,,,,,,,,,,45 (13 Club),,,,,,,,,,,MiElite 14 National
g14mileh1sc,,,,,,,,,,,,,,,,,,,,,,,,335th (14U),328th (14U),,,,
g14milon2sc,,9 (13 Patriot),,,,,,,,,,,,,,,,,,,,,,,,,,,MIZ LB 14 Rockstar T
g14minar1gw,,,,9 (14 Club),,,,,,,,,,,,,,,,,,,,,,,,,Mineral Area 14 Elite
g14mindy1ho,,,,,,,,11 (14 Open Girls),,None (14U Seeding),,,,,,,,9 (13 Club),,,,,,,,,,,Munciana Indy 14 Otters
g14mindy2ho,,,,,,,,12 (14 Premier Girls),,None (14U Seeding),,,,,,,,65 (13 Classic),,,,,,,,,,,Munciana In 14 Dragons
g14minno1no,,,,,,,,,,,,,,,,,,89 (13 Club),,,,,,,,,,,MN North 14-1 Navy
g14mivba1lk,,,,,,,,,,,,,,,,,,23 (13 Club),,,,,,,,,,,MVA - Rise Academy 41
g14mivba2lk,,,,,,,,,,,,,,,,,,63 (13 Aspire),,,,,,,,,,,MVA - Rise Academy 42
g14mjvba1de,,37 (13 Patriot),,,,,,,,,,,,,,,,,,,,,,,,,,,MJVA 14  Elite
g14mjvba2de,,51 (13 Patriot),,,,,,,,,,,,,,,,,,,,,,,,,,,MJVA 14 Elite Gray
g14mlwst1bg,,13 (13 National),,,,,,,,,,,,,,,,,,,,,,,,,,,MKE Sting 14 Gold
g14mlwst2bg,,43 (13 National),,,,,,,,,,,,,,,,,,,,,,,,,,,MKE Sting 14 Black
g14mlwst3bg,,27 (13 American),,,,,,,,,,,,,,,,,,,,,,,,,,,MKE Sting 14 White
g14mlwst4bg,,,,,,,,,,,,,,,,,,51 (13 Club),,,,,,,,,,,MKE Sting 14 Silver
g14mmjvb1de,,,,,,,,,,,,,,,,,,23 (13 Premier),,,,,,,,,,,Mem Metro 14 Elite Blk
g14mmmth1sc,,,,,,,,,,,,,,,,,,,,,,,,223th (14U),209th (14U),,,,
g14mmtsc1sc,,27 (13 American),,,,,,,,,,,,,,,,,,,,,,14th (14U),5th (14U),,,,
g14mmtsc2sc,,,,,,,,,,,,,,,,,,,,,,,,96th (14U),81th (14U),,,,
g14mmtsc3sc,,,,,,,,,,,,,,,,,,,,,,,,156th (14U),153rd (14U),,,,
g14mmtsc4sc,,,,,,,,,,,,,,,,,,,,,,,,283th (14U),296th (14U),,,,
g14mmtsc5sc,,,,,,,,,,,,,,,,,,,,,,,,323th (14U),328th (14U),,,,
g14mnsel1no,27 (13 & Under),,,,,,,,,,,,,,,,,72 (13 Club),,,,,,,,,,,MN Select 14-1
g14mnsel2no,,,,,,,,,,,,,,,,,,55 (13 Aspire),,,,,,,,,,,MN Select 14-2
g14mnvba1no,,,,,,,,,,,,,,,,,,63 (13 Club),,,,,,,,,,,
g14mnvbc1im,,,,,,,,,,,,,,,,,,5 (13 Aspire),,,,,,,,,,,
g14modvb1gl,,,,,,,,,,,,,,,,,,46 (13 Aspire),,,,,,,,,,,MOD Elite G14 Blue
g14modvb2gl,,,,,,,,,,,,,,,,,,69 (13 Classic),,,,,,,,,,,MOD Elite G14 Gold
g14modvb3gl,,,,,,,,,,,,,,,,,,89 (13 Classic),,,,,,,,,,,MOD Elite G14 Black
g14mojoo1ch,,,,,,,,,,,,,,,,,,57 (13 Classic),,,,,,,,,,,MOJO Elite 14 Black
g14mojoo2ch,,,,,,,,,,,,,,,,,,105 (13 Classic),,,,,,,,,,,MOJO Elite 14 Pink
g14mojov1ha,,,,27 (14 Club),,,,,,,,,,,,,,,,,,,,,,,,,MVA 14-1
g14mojov2ha,,,,86 (14 Club),,,,,,,,,,,,,,,,,,,,,,,,,MVA 14-2
g14mojov3ha,,,,95 (14 Club),,,,,,,,,,,,,,,,,,,,,,,,,MVA 14-3
g14momen1rm,,,,,,,,,,,,,,15 (14 Elite),,,,,,,,,,,,,,,Momentum 14 Zoe
g14momet1fl,,5 (13 Patriot),,,,,,,,,,,,,,,,2 (13 Premier),,,,,,,,,,,FL Momentum 14 Neon Gold
g14momet2fl,,,,,,,,,,,,,,,,,,57 (13 Classic),,,,,,,,,,,FL Momentum 14 Neon
g14momet3fl,,,,,,,,,,,,,,,,,,151 (13 Classic),,,,,,,,,,,
g14motvp1bg,,,,,,,,,,,,,,,,,,57 (13 Aspire),,,,,,,,,,,MVP 14 Blue-Smack
g14mouvi1nc,,13 (13 Open),,,,,,,,,,,,,,,,,,,,,,,,,,,MVVC G 14 Red
g14mouvi2nc,,,,,,,,,,,,,,,,,,41 (13 Aspire),,,,,,,,,,,MVVC G 14 Black
g14movba1gw,,,,,,,,,,,,,,,,,,5 (13 Aspire),,,,,,,,,,,MOVA UA 14  GOLD
g14movba2gw,,,,,,,,,,,,,,,,,,47 (13 Spirit),,,,,,,,,,,MOVA  UA 14  BLACK
g14mpowr1sc,,,,,,,,,,,,,,,,,,,,,,,,88th (14U),93rd (14U),,,,
g14mpowr2sc,,,,,,,,,,,,,,,,,,,,,,,,227th (14U),233th (14U),,,,
g14mpowr3sc,,,,,,,,,,,,,,,,,,,,,,,,327th (14U),328th (14U),,,,
g14mprvb1ha,,,,17 (14 Club),,,,,,,,,,,,,,,,,,,,,,,,,Metro 14 Purple
g14mslct1fl,,,,,,,,,,,,,,,,,,73 (13 Aspire),,,,,,,,,,,
g14mslct2fl,,,,,,,,,,,,,,,,,,35 (13 Classic),,,,,,,,,,,MSVC 14 ADIDAS SARA
g14msprt1ov,19 (13 & Under),23 (13 Open),,,,,,,,,,5 (14 Open),,,,,,,,,,,,,,,,,Mintonette Sports - m.41
g14msprt2ov,,47 (13 Patriot),,,,,,,,,,19 (14 Open),,,,,,,,,,,,,,,,,Mintonette Sports - m.42
g14msprt3ov,,55 (13 Patriot),,,,,,,,,,19 (14 Premier),,,,,,,,,,,,,,,,,Mintonette Sports - m.43
g14msprt4ov,,,,,,,,,,,,20 (14 Premier),,,,,,,,,,,,,,,,,Mintonette Sports - m.44
g14msprt5ov,,,,,,,,,,,,17 (14 Club),,,,,,,,,,,,,,,,,Mintonette Sports - m.45
g14msprt6ov,,,,,,,,,,,,23 (14 Club),,,,,,,,,,,,,,,,,Mintonette Sports - m.46
g14mssvc2ov,,,,,,,,19 (14 Club Black),,,,,,,,,,,,,,,,,,,,,14 Rain
g14mtwov1so,,43 (13 American),,,,,,,,,,,,,,,,,,,,,,,,,,,M2 Volleyball 14E1
g14mtwov2so,,,,,,,,,,,,,,,,,,53 (13 Classic),,,,,,,,,,,M2 Volleyball 14E2
g14mtwov3so,,,,,,,,,,,,,,,,,,105 (13 Classic),,,,,,,,,,,M2 Volleyball 14N1
g14munvb1ho,29 (13 & Under),,,,,,,3 (14 Open Girls),,None (14U Seeding),,,,,,,,18 (13 Open),,,,,,,,,,,Munciana 14 Chipmunks
g14munvb2ho,,,,,,,,2 (14 Premier Girls),,None (14U Seeding),,,,,,,,21 (13 Premier),,,,,,,,,,,Munciana 14 Falcons
g14munvb3ho,,,,,,,,11 (14 Club Black),,None (14U Seeding),,,,,,,,101 (13 Classic),,,,,,,,,,,Munciana 14 Panthers
g14mvpac1ls,,19 (13 National),,,,,,,,,,,,,,,,,,,,,,,,,,,
g14mvpjc1pm,,,,,29 (14U Girls),,,,,,,,,,,,,,,,,,,,,,,,MVP 14-Gold
g14mwblz1ha,,,,81 (14 Club),,,,,,,,,,,,,,,,,,,,,,,,,MW Blitz 14-1
g14mwvbc1fl,,,,,,,,,,,,,,,,,,13 (13 Spirit),,,,,,,,,,,Miami Wave 14 Teal
g14mwvbc2fl,,,,,,,,,,,,,,,,,,25 (13 Classic),,,,,,,,,,,
g14mwvbc3fl,,,,,,,,,,,,,,,,,,89 (13 Classic),,,,,,,,,,,
g14mwvc1apu,,,,,,,,,,,,,,,,,,14 (13 Premier),,,,,,,,,,,
g14nasav1so,,,,,,,,,,,,,,,,,,60 (13 Spirit),,,,,,,,,,,NASA 141 Kelly-Tori
g14nasav2so,,,,,,,,,,,,,,,,,,89 (13 Club),,,,,,,,,,,
g14ncath1ha,,,,17 (14 Club),,,,,,,,,,,,,,,,,,,,,,,,,913Athletics 14National
g14ncath2ha,,,,49 (14 Club),,,,,,,,,,,,,,,,,,,,,,,,,913Athletics 14Black
g14ncath3ha,,,,71 (14 Club),,,,,,,,,,,,,,,,,,,,,,,,,913Athletics 14White
g14ncvba1cr,,,,,,,,,,,,,,,,,,27 (13 Open),,,,,,,,,,,Academy 14 Diamond
g14ncvba2cr,,,,,,,,,,,,,,,,,,27 (13 Premier),,,,,,,,,,,Academy 14 Crystal
g14ncvba3cr,,,,,,,,,,,,,,,,,,81 (13 Club),,,,,,,,,,,Academy 14 Jade
g14ndlvb1gp,,,,57 (14 Club),,,,,,,,,,,,,,,,,,,,,,,,,NE D-League 14U
g14ndlvb2gp,,,,93 (14 Club),,,,,,,,,,,,,,,,,,,,,,,,,NE D-League 14U Black
g14neltb1cr,,,,,37 (14U Girls),,,,,,,,,,,,,,,,,,,,,,,,NC Elite 14 Black
g14neone1gp,,26 (13 USA),,,,,,,,,,,,,,,,,,,,,,,,,,,Nebraska ONE 14 Kasai
g14nestr1sc,,,,,,,,,,,,,,,,,,,,,,,,239th (14U),229th (14U),,,,
g14netre1ha,,19 (13 American),,17 (14 Club),,,,,,,,,,,,,,,,,,,,,,,,,417 MoJrs 14 Elite
g14netre2ha,,,,9 (14 Club),,,,,,,,,,,,,,,,,,,,,,,,,417 MoJrs 14 Nat Black
g14netre3ha,,,,47 (14 Club),,,,,,,,,,,,,,,,,,,,,,,,,417 MoJrs 14 Nat Royal
g14nevbc1ne,,,,,,,,,,,,14 (14 Premier),,,,,,21 (13 Spirit),,,,,,,,,,,Northeast 14.1
g14newwa1sc,,,,,,,,,,,,,,,,,,,,,,,,212nd (14U),217th (14U),,,,
g14newwa2sc,,,,,,,,,,,,,,,,,,,,,,,,311th (14U),308th (14U),,,,
g14nextv1ov,,,,,,,,,,,,,,,,,,98 (13 Club),,,,,,,,,,,Next 14xBlue
g14ngvjr1so,,,,,,,,,,,,,,,,,,13 (13 Spirit),,,,,,,,,,,
g14nheli1ls,,,,,,,,,,,,,43 (14 National),,,,,,,,,,,,,,,,NHouston Elite 14 Premier
g14nitro1su,,,,,,,,,,,,,19 (14 National),,,,,,,,,,,,,,,,NITRO 14 Blue
g14nivba1ho,,,,,,,,,,,,,,,,,,89 (13 Club),,,,,,,,,,,NIVA 14 PURPLE
g14nivbc1gc,,,,,,,,,,,,,,,,,,1 (13 Classic),,,,,,,,,,,Sharks 14 Navy
g14nkyvc1pr,,11 (13 National),,,,,,,,,,5 (14 Open),,,,,,,,,,,,,,,,,NKYVC 14-1 Tsunami
g14nkyvc2pr,,35 (13 USA),,,,,,,,,,2 (14 Premier),,,,,,,,,,,,,,,,,NKYVC 14-2 Tide
g14nlite1no,,,,,,,,,,,,,,,,,,5 (13 Premier),,,,,,,,,,,Northern Lights 14-1
g14nlite2no,,,,,,,,,,,,,,,,,,5 (13 Club),,,,,,,,,,,Northern Lights 14-2
g14nlvbc1sc,,25 (13 American),,,,,,,,,,,,,,,,,,,,,,,,,,,
g14nlvbc2sc,,,,,,62 (13/14 Club),,,,,,,,,,,,,,,,,,,,,,,Next Level 14 Naupaka
g14nocav1sc,,,,,,,,,,,,,,,,,,,,,,,,100th (14U),97th (14U),,,,
g14nocav2sc,,,,,,,,,,,,,,,,,,,,,,,,140th (14U),157th (14U),,,,
g14nocos1gw,,,,49 (15 Club),,,,,,,,,,,,,,,,,,,,,,,,,No Coast 14 Pacific
g14nocos2gw,,,,74 (14 Club),,,,,,,,,,,,,,,,,,,,,,,,,No Coast 14 Hurricane
g14nolav1by,,,,,,,,,,,,,,,,,,5 (13 Premier),,,,,,,,,,,NOLA Dana/Chris
g14nolav2by,,,,,,,,,,,,,,,,,,37 (13 Club),,,,,,,,,,,NOLA Rani 14
g14nolav3by,,,,,,,,,,,,,,,,,,47 (13 Spirit),,,,,,,,,,,
g14norca1nc,,7 (13 Liberty),,,,,,,,,,,,,,,,,,,,,,,,,,,NorCal 14-1 Black
g14norco1rm,,25 (13 Patriot),,,,,,,,,,,,2 (14 Elite),,,,,,,,,,,,,,,NORCO 14 Black
g14norco2rm,,,,,,,,,,,,,,5 (14 Elite),,,,,,,,,,,,,,,NORCO 14 Blue
g14norpt1nt,,,,,,,,,,,,,47 (14 National),,,,,,,,,,,,,,,,North Point 14 National
g14novaj1ov,,,,,,,,13 (14 Open Girls),,,,,,,,,,,,,,,,,,,,,NOVA Juniors 14s Navy
g14novaj2ov,,,,,,,,15 (14 Premier Girls),,,,,,,,,,,,,,,,,,,,,NOVA Juniors 14s Gold
g14novav1az,,,,,,59 (13/14 Club),,,,,,,,,,,,,,,,,,,,,,,Nova 14-Purple
g14novav2az,,,,,,79 (13/14 Club),,,,,,,,,,,,,,,,,,,,,,,Nova 14-Blue
g14nrgvc1nt,,18 (13 Liberty),,,,,,,,,,,,,,,,,,,,,,,,,,,NRG VBC 14 AMPD Navy
g14nrvjr1od,,,,,,,,,,,,,,,,,,40 (13 Spirit),,,,,,,,,,,
g14nshor1lk,,,,,,,,1 (14 Club Black),,,,,,,,,,16 (13 Aspire),,,,,,,,,,,NorthShore 14 Crocs
g14nshor2lk,,,,,,,,,,,,,,,,,,121 (13 Classic),,,,,,,,,,,NorthShore 14 Tsunami
g14nsnty1ia,,,,,,,,,,,,,,,,,,31 (13 Club),,,,,,,,,,,DBQ Insanity 141 National
g14nstar1nc,,,,,,,,,,,,,,,,,,31 (13 Premier),,,,,,,,,,,NorStar 14-1
g14nstrm1ha,,,,87 (14 Club),,,,,,,,,,,,,,,,,,,,,,,,,North Storm 14-1
g14nwajs1de,,59 (13 Patriot),,62 (14 Club),,,,,,,,,,,,,,,,,,,,,,,,,Storm 14 Adidas
g14nwajs2de,,61 (13 Patriot),,71 (14 Club),,,,,,,,,,,,,,,,,,,,,,,,,Storm 14 Elite
g14nwajs3de,,,,,,,,,,,,,,,,,,72 (13 Aspire),,,,,,,,,,,NWAJS 14-3
g14nwajs4de,,,,,,,,,,,,,,,,,,154 (13 Classic),,,,,,,,,,,NWAJS 14-4
g14nwave1fl,,,,,,,,,,,,,,,,,,43 (13 Aspire),,,,,,,,,,,
g14nwrvb1ce,,49 (13 American),,,,,,,,,,,,,,,,,,,,,,,,,,,Aspire NW 14-1 Empire
g14nxtlv1cr,,,,,,,,,,,,,,,,,,38 (13 Premier),,,,,,,,,,,NLVA 14-1 Gold
g14nxtlv1sc,,,,,,,,,,,,,,,,,,,,,,,,160th (14U),145th (14U),,,,
g14nycjr1ge,,45 (13 National),,,,,,,,,,,,,,,,,,,,,,,,,,,NYC Juniors 14 National
g14nycjr2ge,,62 (13 American),,,,,,,,,,,,,,,,,,,,,,,,,,,NYC Juniors 14T Blue
g14nycva1ge,,,,,,,,,,,,,,,,,,136 (13 Club),,,,,,,,,,,
g14oahov1sc,,,,,,,,,,,,,,,,,,,,,,,,29th (14U),26th (14U),,,,
g14oahov2sc,,,,,,,,,,,,,,,,,,,,,,,,124th (14U),129th (14U),,,,
g14oahov3sc,,,,,,,,,,,,,,,,,,,,,,,,231th (14U),233th (14U),,,,
g14oasis1sc,,,,,,,,,,,,,,,,,,,,,,,,96th (14U),85th (14U),,,,Oasis 14 National
g14oasis3sc,,,,,,,,,,,,,,,,,,,,,,,,299th (14U),304th (14U),,,,
g14ocrvc1sc,,,,,,,,,,,,,,,,,,,,,,,,255th (14U),249th (14U),,,,
g14ocvbc1ha,,,,33 (14 Club),,,,,,,,,,,,,,,,,,,,,,,,,OCVBC 14-1
g14ocvbc1sc,,,,,,,,,,,,,,,,,,,,,,,,45th (14U),57th (14U),,,,OCVC G14-1 Kevin
g14ocvbc2sc,,,,,,,,,,,,,,,,,,,,,,,,227th (14U),233th (14U),,,,
g14ocvbc3sc,,,,,,,,,,,,,,,,,,,,,,,,319th (14U),312th (14U),,,,
g14ohana1ia,,,,51 (14 Club),,,,,,,,,,,,,,,,,,,,,,,,,Ohana 14U National
g14ohana2ia,,,,69 (14 Club),,,,,,,,,,,,,,,,,,,,,,,,,Ohana 14U Regional
g14ojvbc1de,,9 (13 Patriot),,5 (14 Club),,,,,,,,,,,,,,,,,,,,,,,,,Ozark Juniors 14 Premier
g14ojvbc2de,,,,45 (14 Club),,,,,,,,,,,,,,,,,,,,,,,,,Ozark Juniors 14 Elite
g14omniv1az,,9 (13 Liberty),,,,3 (14 Open),,,,,,,,,,,,,,,,,,,,,,,Omni 14N1
g14omniv1nc,,22 (13 USA),,,,,,,,,,,,,,,,,,,,,,,,,,,OMNI 14 National
g14onevb1az,,,,,,19 (14 Open),,,,,,,,,,,,,,,,,,,,,,,Club One AZ 14Platinum
g14onevb1so,,,,,,,,,,,,,,,,,,28 (13 Aspire),,,,,,,,,,,Ichiban 14-1 Difé
g14onevb3az,,,,,,17 (14 Open),,,,,,,,,,,,,,,,,,,,,,,Club One AZ 14Titanium
g14onewi1bg,,,,,,,,,,,,,,,,,,116 (13 Club),,,,,,,,,,,1W Bay 14 National
g14onlyv3fl,,,,,,,,,,,,,,,,,,98 (13 Club),,,,,,,,,,,
g14op2vb1ok,,32 (13 USA),,,,,,,,,,,,,,,,,,,,,,,,,,,OP2 14-1 Elite
g14op2vb3ok,,54 (13 American),,,,,,,,,,,,,,,,,,,,,,,,,,,
g14opeak1ok,,,,2 (15 Club),,,,,,,,,,,,,,,,,,,,,,,,,PEAK 14-1 Elite
g14opeak2ok,,,,9 (14 Club),,,,,,,,,,,,,,,,,,,,,,,,,PEAK 14-2
g14oprem1ov,,27 (13 National),,,,,,,,,,13 (14 Open),,,,,,,,,,,,,,,,,OPVC 14 Hubbell
g14oprem2ov,,,,,,,,,,,,5 (14 Premier),,,,,,55 (13 Club),,,,,,,,,,,OPVC 14 Horton
g14opuvb1fl,,18 (13 USA),,,,,,,,,,,,,,,,,,,,,,,,,,,OPU 14-1
