TeamName,TeamCode,OriginalTeamCode,FinishRank,DivisionName,EventName
Tri-State Elite 16 Blue,g16trist1pr,g16trist1pr,37 (16 & Under),16 & Under,2026 Triple Crown NIT
VCNebraska 16 Elite,g16vcneb1gp,g16vcneb1gp,37 (16 & Under),16 & Under,2026 Triple Crown NIT
Rockwood Thunder 16 Elite,g16rwdth1gw,g16rwdth1gw,41 (16 & Under),16 & Under,2026 Triple Crown NIT
OMNI 16 National,g16omniv1nc,g16omniv1nc,42 (16 & Under),16 & Under,2026 Triple Crown NIT
Aspire 16 Alpha,g16aspir1az,g16aspir1az,43 (16 & Under),16 & Under,2026 Triple Crown NIT
Mintonette Sports m.62,g16msprt2ov,g16msprt2ov,43 (16 & Under),16 & Under,2026 Triple Crown NIT
Club V 16 Prodigy Reed,g16clubv1im,g16clubv1im,45 (16 & Under),16 & Under,2026 Triple Crown NIT
FaR Out 16 Black,g16fovbc1lk,g16fovbc1lk,45 (16 & Under),16 & Under,2026 Triple Crown NIT
Ka Ulukoa 16 Larry,g16kaulu1ah,g16kaulu1ah,45 (16 & Under),16 & Under,2026 Triple Crown NIT
KIVA 16 Red,g16akiva1pr,g16akiva1pr,45 (16 & Under),16 & Under,2026 Triple Crown NIT
Premier Nebraska 16 Gold,g16premr1gp,g16premr1gp,49 (16 & Under),16 & Under,2026 Triple Crown NIT
Absolute 16 Black,g16absol1nc,g16absol1nc,50 (16 & Under),16 & Under,2026 Triple Crown NIT
COAST 16-1 Nilay,g16coast1sc,g16coast1sc,51 (16 & Under),16 & Under,2026 Triple Crown NIT
SC Rockstar 16-Carlos,g16scroc1sc,g16scroc1sc,51 (16 & Under),16 & Under,2026 Triple Crown NIT
MiElite 16 Mizuno,g16mieva1lk,g16mieva1lk,53 (16 & Under),16 & Under,2026 Triple Crown NIT
Northern Lights 16-1,g16nlite1no,g16nlite1no,53 (16 & Under),16 & Under,2026 Triple Crown NIT
PineappleHP 16U,g16phpvb1ho,g16phpvb1ho,53 (16 & Under),16 & Under,2026 Triple Crown NIT
South County 16 Nina,g16scvbc1im,g16scvbc1im,53 (16 & Under),16 & Under,2026 Triple Crown NIT
Ozark Juniors 16 Premier,g16ojvbc1de,g16ojvbc1de,57 (16 & Under),16 & Under,2026 Triple Crown NIT
Mintonette Sports m.61,g16msprt1ov,g16msprt1ov,58 (16 & Under),16 & Under,2026 Triple Crown NIT
EXCEL 16 National Red,g16excel1nt,g16excel1nt,59 (16 & Under),16 & Under,2026 Triple Crown NIT
NORCO 16 Black,g16norco1rm,g16norco1rm,59 (16 & Under),16 & Under,2026 Triple Crown NIT
Iowa Premier 16-1,g16adrva1ia,g16adrva1ia,61 (16 & Under),16 & Under,2026 Triple Crown NIT
MN Select 16-1,g16mnsel1no,g16mnsel1no,61 (16 & Under),16 & Under,2026 Triple Crown NIT
Momentous VBC 16-Tara,g16mmtsc1sc,g16mmtsc1sc,61 (16 & Under),16 & Under,2026 Triple Crown NIT
Topeka Saints 16 Gold,g16tsnts1ha,g16tsnts1ha,61 (16 & Under),16 & Under,2026 Triple Crown NIT
SASVBC G 16 KEVIN,g16spser1ah,g16spser1ah,65 (16 & Under),16 & Under,2026 Triple Crown NIT
TAV Houston 16 Black,g16tavho1ls,g16tavho1ls,66 (16 & Under),16 & Under,2026 Triple Crown NIT
PowerPlex 16U Nelson,g16pwrpx1ia,g16pwrpx1ia,67 (16 & Under),16 & Under,2026 Triple Crown NIT
STVA 16-1 Madison,g16stvac1ls,g16stvac1ls,67 (16 & Under),16 & Under,2026 Triple Crown NIT
AZ Sky 16 Gold,g16azsky1az,g16azsky1az,69 (16 & Under),16 & Under,2026 Triple Crown NIT
CJV 16 Mizuno,g16cjvvb1cr,g16cjvvb1cr,69 (16 & Under),16 & Under,2026 Triple Crown NIT
FC Elite 16 Elite,g16fceli12bg,g16fceli12bg,69 (16 & Under),16 & Under,2026 Triple Crown NIT
OT 16 T JP,g16otbva1fl,g16otbva1fl,69 (16 & Under),16 & Under,2026 Triple Crown NIT
Stars 16 ZAmy,g16stars1pm,g16stars1pm,73 (16 & Under),16 & Under,2026 Triple Crown NIT
1st Alliance 16 Silver,g16allia2gl,g16allia2gl,74 (16 & Under),16 & Under,2026 Triple Crown NIT
Sports Academy VBC 16 Premier,g16savbc1sc,g16savbc1sc,75 (16 & Under),16 & Under,2026 Triple Crown NIT
VVA 16-Rosen,g16vavbc1nc,g16vavbc1nc,75 (16 & Under),16 & Under,2026 Triple Crown NIT
Academy 16O Yeti,g16tavbc1ho,g16tavbc1ho,77 (16 & Under),16 & Under,2026 Triple Crown NIT
Drive Nation 16-Red,g16drive1nt,g16drive1nt,77 (16 & Under),16 & Under,2026 Triple Crown NIT
PEAK 16-1 Elite,g16opeak1ok,g16opeak1ok,77 (16 & Under),16 & Under,2026 Triple Crown NIT
PVA 16 ELITE,g16pvakc1ha,g16pvakc1ha,77 (16 & Under),16 & Under,2026 Triple Crown NIT
UNION 16 Black,g16union1pr,g16union1pr,81 (16 & Under),16 & Under,2026 Triple Crown NIT
OK Charge 16 UA,g16charg1ok,g16charg1ok,82 (16 & Under),16 & Under,2026 Triple Crown NIT
K2 16 Elite,g16ktvbc1so,g16ktvbc1so,83 (16 & Under),16 & Under,2026 Triple Crown NIT
TX LEGACY 16 ELITE,g16tlgcy1ls,g16tlgcy1ls,83 (16 & Under),16 & Under,2026 Triple Crown NIT
HJV 16 PREMIER,g16houjr2ls,g16houjr2ls,85 (16 & Under),16 & Under,2026 Triple Crown NIT
Illini Elite 16 Cardinal,g16ievbc1gl,g16ievbc1gl,85 (16 & Under),16 & Under,2026 Triple Crown NIT
Mizuno CNVBC 16Angela,g16cnvbc1ha,g16cnvbc1ha,85 (16 & Under),16 & Under,2026 Triple Crown NIT
OK Charge 16 UA Tulsa,g16charg4ok,g16charg4ok,85 (16 & Under),16 & Under,2026 Triple Crown NIT
NPJ Salem 16 National,g16npjvb1ce,g16npjvb1ce,89 (16 & Under),16 & Under,2026 Triple Crown NIT
ARIZONA STORM 16LIGHTNING,g16storm2az,g16storm2az,90 (16 & Under),16 & Under,2026 Triple Crown NIT
GP 16 National,g16gpont1fl,g16gpont1fl,91 (16 & Under),16 & Under,2026 Triple Crown NIT
OT 16 O Semei,g16otbva2fl,g16otbva2fl,91 (16 & Under),16 & Under,2026 Triple Crown NIT
Aces Hawaii 16's,g16acesh1ah,g16acesh1ah,93 (16 & Under),16 & Under,2026 Triple Crown NIT
Alliance 16 REN,g16allvb1so,g16allvb1so,93 (16 & Under),16 & Under,2026 Triple Crown NIT
H Skyline 16 Black,g16hosky2ls,g16hosky2ls,93 (16 & Under),16 & Under,2026 Triple Crown NIT
Juggernaut 16-National1,g16jugge1rm,g16jugge1rm,93 (16 & Under),16 & Under,2026 Triple Crown NIT
Sky High Adidas 16 Elite,g16skyhi1gl,g16skyhi1gl,97 (16 & Under),16 & Under,2026 Triple Crown NIT
Top Select 16 Elite,g16tsvba1fl,g16tsvba1fl,98 (16 & Under),16 & Under,2026 Triple Crown NIT
A5 16-Stephen,g16afive2so,g16afive2so,99 (16 & Under),16 & Under,2026 Triple Crown NIT
Paramount VBC 16 Maureen,g16parvb1ch,g16parvb1ch,99 (16 & Under),16 & Under,2026 Triple Crown NIT
1United 16N Blue,g161unvb1nt,g161unvb1nt,101 (16 & Under),16 & Under,2026 Triple Crown NIT
AZ REV 16 Premier,g16revol1az,g16revol1az,102 (16 & Under),16 & Under,2026 Triple Crown NIT
Triangle 16 Black,g16trngl1cr,g16trngl1cr,103 (16 & Under),16 & Under,2026 Triple Crown NIT
Elevation 16 Peak,g16elevb1rm,g16elevb1rm,104 (16 & Under),16 & Under,2026 Triple Crown NIT
MADFROG 16'S N BLACK CJ,g16frogs2nt,g16frogs2nt,104 (16 & Under),16 & Under,2026 Triple Crown NIT
Miami Hype 16U PRIME1,g16mhype1fl,g16mhype1fl,106 (16 & Under),16 & Under,2026 Triple Crown NIT
WAVE 16-Nancy,g16wvevb2sc,g16wvevb2sc,107 (16 & Under),16 & Under,2026 Triple Crown NIT
COAST 16-2 Davis,g16coast2sc,g16coast2sc,108 (16 & Under),16 & Under,2026 Triple Crown NIT
Club V 16 Prodigy Jenna,g16clubv2im,g16clubv2im,109 (16 & Under),16 & Under,2026 Triple Crown NIT
SC Rockstar 16-Brandon,g16scroc2sc,g16scroc2sc,109 (16 & Under),16 & Under,2026 Triple Crown NIT
FORZA1 NORTH 16 ONE,g16forzn1sc,g16forzn1sc,111 (16 & Under),16 & Under,2026 Triple Crown NIT
TAV 16 Blue,g16txadv3nt,g16txadv3nt,112 (16 & Under),16 & Under,2026 Triple Crown NIT
AVA TX 16 Adidas,g16avatx1ls,g16avatx1ls,113 (16 & Under),16 & Under,2026 Triple Crown NIT
CUVC 16 Open,g16carun1cr,g16carun1cr,114 (16 & Under),16 & Under,2026 Triple Crown NIT
SPVB 16 Elite,g16spvbc1gl,g16spvbc1gl,114 (16 & Under),16 & Under,2026 Triple Crown NIT
Legacy 16-2 ADIDAS,g16legvc2lk,g16legvc2lk,116 (16 & Under),16 & Under,2026 Triple Crown NIT
TW Skyline 16 Royal,g16twsky1ls,g16twsky1ls,117 (16 & Under),16 & Under,2026 Triple Crown NIT
Iowa United 161 Elite,g16iautd1ia,g16iautd1ia,118 (16 & Under),16 & Under,2026 Triple Crown NIT
HNL Volleyball 16 Black,g16hnlvb1ah,g16hnlvb1ah,119 (16 & Under),16 & Under,2026 Triple Crown NIT
SA Juniors 16 Adidas,g16sajvb1ls,g16sajvb1ls,119 (16 & Under),16 & Under,2026 Triple Crown NIT
AP 16 adidas,g16aperf1ls,g16aperf1ls,121 (16 & Under),16 & Under,2026 Triple Crown NIT
Premier 16 Black A,g16premr1nt,g16premr1nt,121 (16 & Under),16 & Under,2026 Triple Crown NIT
VOLT 16-1,g16wfrgo1no,g16wfrgo1no,121 (16 & Under),16 & Under,2026 Triple Crown NIT
JJVA 16 Teal,g16jaxjr1fl,g16jaxjr1fl,124 (16 & Under),16 & Under,2026 Triple Crown NIT
Peak VA 16 Black,g16pevba1nt,g16pevba1nt,125 (16 & Under),16 & Under,2026 Triple Crown NIT
Madtown 161 National,g16madjr1bg,g16madjr1bg,126 (16 & Under),16 & Under,2026 Triple Crown NIT
Shockwave 16 Black,g16shock1ha,g16shock1ha,126 (16 & Under),16 & Under,2026 Triple Crown NIT
AZ EVJ 16 Elite,g16azevj1az,g16azevj1az,128 (16 & Under),16 & Under,2026 Triple Crown NIT
DYNASTY 16 Blue,g16tmdyn2ha,g16tmdyn2ha,128 (16 & Under),16 & Under,2026 Triple Crown NIT
NPJ Bend 16 National,g16npjbe1ce,g16npjbe1ce,128 (16 & Under),16 & Under,2026 Triple Crown NIT
417 MoJrs 16 Elite,g16netre1ha,g16netre1ha,131 (16 & Under),16 & Under,2026 Triple Crown NIT
BVA 16 N Chris,g16bomer1fl,g16bomer1fl,132 (16 & Under),16 & Under,2026 Triple Crown NIT
DaKine U16 National Pink,g16dakwa1ps,g16dakwa1ps,133 (16 & Under),16 & Under,2026 Triple Crown NIT
JAX SKYLINE 16 Royal,g16skyln1fl,g16skyln1fl,133 (16 & Under),16 & Under,2026 Triple Crown NIT
CPA 16 Drew,g16cpavb1ev,g16cpavb1ev,135 (16 & Under),16 & Under,2026 Triple Crown NIT
Rhythm 16 Christina,g16rhvbc1so,g16rhvbc1so,135 (16 & Under),16 & Under,2026 Triple Crown NIT
VC United 161 Elite,g16vcutd1gl,g16vcutd1gl,135 (16 & Under),16 & Under,2026 Triple Crown NIT
WACO VBC 16 UA Black,g16wacov1ls,g16wacov1ls,135 (16 & Under),16 & Under,2026 Triple Crown NIT
Kairos 16 Beta,g16kairo2no,g16kairo2no,139 (16 & Under),16 & Under,2026 Triple Crown NIT
ATHENA VB 16-1 Gold National,g16athen1ce,g16athen1ce,140 (16 & Under),16 & Under,2026 Triple Crown NIT
FRVBC 16-1 Black,g16frvbc1rm,g16frvbc1rm,141 (16 & Under),16 & Under,2026 Triple Crown NIT
LAV 16 National Black,g16lavbc1gc,g16lavbc1gc,141 (16 & Under),16 & Under,2026 Triple Crown NIT
Big Sky 16-1,g16bgsky1ev,g16bgsky1ev,143 (16 & Under),16 & Under,2026 Triple Crown NIT
Paramount VBC 16 Alec,g16parvb2ch,g16parvb2ch,143 (16 & Under),16 & Under,2026 Triple Crown NIT
MKE Sting 16 Black,g16mlwst2bg,g16mlwst2bg,145 (16 & Under),16 & Under,2026 Triple Crown NIT
Colorado Elite 16 Grizzly,g16coelt1rm,g16coelt1rm,146 (16 & Under),16 & Under,2026 Triple Crown NIT
NPJ Portland 16 National,g16npjpd1ce,g16npjpd1ce,147 (16 & Under),16 & Under,2026 Triple Crown NIT
Tstreet 16-Caitie,g16tstrt2sc,g16tstrt2sc,147 (16 & Under),16 & Under,2026 Triple Crown NIT
MoCo MAVS 16 Red,g16mcmav1ls,g16mcmav1ls,149 (16 & Under),16 & Under,2026 Triple Crown NIT
MVVC G 16 Red,g16mouvi1nc,g16mouvi1nc,149 (16 & Under),16 & Under,2026 Triple Crown NIT
Pohaku 16-1,g16pohak1ha,g16pohak1ha,149 (16 & Under),16 & Under,2026 Triple Crown NIT
Club One AZ 16Platinum,g16onevb1az,g16onevb1az,152 (16 & Under),16 & Under,2026 Triple Crown NIT
Austin Skyline 16 Royal,g16askyl1ls,g16askyl1ls,153 (16 & Under),16 & Under,2026 Triple Crown NIT
Pipeline 16-Adidas,g16plscv1sc,g16plscv1sc,153 (16 & Under),16 & Under,2026 Triple Crown NIT
MPV 16 National Green,g16mtnpk1im,g16mtnpk1im,155 (16 & Under),16 & Under,2026 Triple Crown NIT
CoJrs 16Bri,g16cojrs2rm,g16cojrs2rm,156 (16 & Under),16 & Under,2026 Triple Crown NIT
Tampa North 16 Black,g16tnvbc1fl,g16tnvbc1fl,157 (16 & Under),16 & Under,2026 Triple Crown NIT
Ka Ulukoa 16 Taylor,g16kaulu2ah,g16kaulu2ah,158 (16 & Under),16 & Under,2026 Triple Crown NIT
STVA 16-2 Gilberto,g16stvac2ls,g16stvac2ls,158 (16 & Under),16 & Under,2026 Triple Crown NIT
NorCal 16-1 Black,g16norca1nc,g16norca1nc,160 (16 & Under),16 & Under,2026 Triple Crown NIT
Tstreet LV 16-Kenny,g16tstlv1sc,g16tstlv1sc,161 (16 & Under),16 & Under,2026 Triple Crown NIT
Tstreet IE 16-Taylor,g16tstie1sc,g16tstie1sc,162 (16 & Under),16 & Under,2026 Triple Crown NIT
WPVC 16 Armour Black,g16wpvcb1fl,g16wpvcb1fl,162 (16 & Under),16 & Under,2026 Triple Crown NIT
TAV 17 Black Jon,g17txadv1nt,g17txadv1nt,1 (17 & Under),17 & Under,2026 Triple Crown NIT
LOVB 17-Angel,g17scroc1sc,g17scroc1sc,2 (17 & Under),17 & Under,2026 Triple Crown NIT
VCNebraska 17 Elite,g17vcneb1gp,g17vcneb1gp,3 (17 & Under),17 & Under,2026 Triple Crown NIT
WPVC 17 Armour Black,g17wpvcb1fl,g17wpvcb1fl,3 (17 & Under),17 & Under,2026 Triple Crown NIT
ARIZONA STORM 17 THUNDER,g17storm1az,g17storm1az,5 (17 & Under),17 & Under,2026 Triple Crown NIT
Vision 17 Gold,g17vsion1nc,g17vsion1nc,5 (17 & Under),17 & Under,2026 Triple Crown NIT
DYNASTY 17 Black ,g17tmdyn1ha,g17tmdyn1ha,7 (17 & Under),17 & Under,2026 Triple Crown NIT
Legacy 17-1 ADIDAS,g17legvc1lk,g17legvc1lk,7 (17 & Under),17 & Under,2026 Triple Crown NIT
Club V 17 Prodigy Reed,g17clubv1im,g17clubv1im,9 (17 & Under),17 & Under,2026 Triple Crown NIT
OT 17 T Aaron,g17otbva1fl,g17otbva1fl,10 (17 & Under),17 & Under,2026 Triple Crown NIT
Kairos 17 Alpha,g17kairo1no,g17kairo1no,11 (17 & Under),17 & Under,2026 Triple Crown NIT
PowerPlex 17U Brogean,g17pwrpx1ia,g17pwrpx1ia,11 (17 & Under),17 & Under,2026 Triple Crown NIT
1st Alliance 17 Gold,g17allia1gl,g17allia1gl,13 (17 & Under),17 & Under,2026 Triple Crown NIT
Absolute 17 Black,g17absol1nc,g17absol1nc,13 (17 & Under),17 & Under,2026 Triple Crown NIT
MADFROG 17'S N GREEN,g17frogs1nt,g17frogs1nt,13 (17 & Under),17 & Under,2026 Triple Crown NIT
Rockwood Thunder 17 Elite,g17rwdth1gw,g17rwdth1gw,13 (17 & Under),17 & Under,2026 Triple Crown NIT
KC Power 17-1,g17power1ha,g17power1ha,17 (17 & Under),17 & Under,2026 Triple Crown NIT
Paramount VBC 17 Nick,g17parvb1ch,g17parvb1ch,18 (17 & Under),17 & Under,2026 Triple Crown NIT
Nebraska ONE 17 Synergy,g17neone1gp,g17neone1gp,19 (17 & Under),17 & Under,2026 Triple Crown NIT
PineappleHP 17U,g17phpvb1ho,g17phpvb1ho,19 (17 & Under),17 & Under,2026 Triple Crown NIT
AZ REV 17 Premier,g17revol1az,g17revol1az,21 (17 & Under),17 & Under,2026 Triple Crown NIT
Drive Nation 17-Red,g17drive1nt,g17drive1nt,21 (17 & Under),17 & Under,2026 Triple Crown NIT
MN Select 17-1,g17mnsel1no,g17mnsel1no,21 (17 & Under),17 & Under,2026 Triple Crown NIT
Tri-State Elite 17 Blue,g17trist1pr,g17trist1pr,21 (17 & Under),17 & Under,2026 Triple Crown NIT
AZ Sky 17 Gold,g17azsky1az,g17azsky1az,25 (17 & Under),17 & Under,2026 Triple Crown NIT
HJV 17 ELITE,g17houjr1ls,g17houjr1ls,26 (17 & Under),17 & Under,2026 Triple Crown NIT
AVC CLE 17 Red,g17acavc1ov,g17acavc1ov,27 (17 & Under),17 & Under,2026 Triple Crown NIT
NKYVC 17-1 Tsunami,g17nkyvc1pr,g17nkyvc1pr,27 (17 & Under),17 & Under,2026 Triple Crown NIT
A5 17 Calvin,g17afive1so,g17afive1so,29 (17 & Under),17 & Under,2026 Triple Crown NIT
Academy 17 Diamond,g17ncvba1cr,g17ncvba1cr,29 (17 & Under),17 & Under,2026 Triple Crown NIT
Dal Skyline 17 Royal-Ping,g17skyln1nt,g17skyln1nt,29 (17 & Under),17 & Under,2026 Triple Crown NIT
HPSTL 17 Royal,g17hpstl1gw,g17hpstl1gw,29 (17 & Under),17 & Under,2026 Triple Crown NIT
WAVE 17-Juliana,g17wvevb1sc,g17wvevb1sc,33 (17 & Under),17 & Under,2026 Triple Crown NIT
ID Crush 17 Bower,g17idcrs1im,g17idcrs1im,34 (17 & Under),17 & Under,2026 Triple Crown NIT
3DGE 171 Gold,g17edgep1ke,g17edgep1ke,35 (17 & Under),17 & Under,2026 Triple Crown NIT
MKE Sting 17 Gold,g17mlwst1bg,g17mlwst1bg,35 (17 & Under),17 & Under,2026 Triple Crown NIT
CUVC 17 Open,g17carun1cr,g17carun1cr,37 (17 & Under),17 & Under,2026 Triple Crown NIT
Momentous VBC 17-Dan,g17mmtsc1sc,g17mmtsc1sc,37 (17 & Under),17 & Under,2026 Triple Crown NIT
NORCO 17 Black,g17norco1rm,g17norco1rm,37 (17 & Under),17 & Under,2026 Triple Crown NIT
Tstreet 17-Hayden,g17tstrt1sc,g17tstrt1sc,37 (17 & Under),17 & Under,2026 Triple Crown NIT
Tribe 17 VKTRY Cardinal,g17tribe1fl,g17tribe1fl,41 (17 & Under),17 & Under,2026 Triple Crown NIT
Elevation 17 Chicas,g17eleva1ov,g17eleva1ov,42 (17 & Under),17 & Under,2026 Triple Crown NIT
FORZA1 NORTH 17 ONE,g17forzn1sc,g17forzn1sc,43 (17 & Under),17 & Under,2026 Triple Crown NIT
OK Charge 17 UA,g17charg1ok,g17charg1ok,43 (17 & Under),17 & Under,2026 Triple Crown NIT
Dakine U17 National Pink,g17dakwa1ps,g17dakwa1ps,45 (17 & Under),17 & Under,2026 Triple Crown NIT
NorCal 17-1 Black,g17norca1nc,g17norca1nc,45 (17 & Under),17 & Under,2026 Triple Crown NIT
Northern Lights 17-1,g17nlite1no,g17nlite1no,45 (17 & Under),17 & Under,2026 Triple Crown NIT
Premier 17 Black G,g17premr1nt,g17premr1nt,45 (17 & Under),17 & Under,2026 Triple Crown NIT
Top Select 17 Elite,g17tsvba1fl,g17tsvba1fl,49 (17 & Under),17 & Under,2026 Triple Crown NIT
H Skyline 17 Royal,g17hosky1ls,g17hosky1ls,50 (17 & Under),17 & Under,2026 Triple Crown NIT
Iowa United 171 Elite,g17iautd1ia,g17iautd1ia,51 (17 & Under),17 & Under,2026 Triple Crown NIT
TAV Houston 17 Black B,g17tavho1ls,g17tavho1ls,51 (17 & Under),17 & Under,2026 Triple Crown NIT
Academy 17O Tsunami,g17tavbc1ho,g17tavbc1ho,53 (17 & Under),17 & Under,2026 Triple Crown NIT
COAST 17-1 Ozhan,g17coast1sc,g17coast1sc,53 (17 & Under),17 & Under,2026 Triple Crown NIT
COAST 17-2 Bela,g17coast2sc,g17coast2sc,53 (17 & Under),17 & Under,2026 Triple Crown NIT
Mintonette Sports m.71,g17msprt1ov,g17msprt1ov,53 (17 & Under),17 & Under,2026 Triple Crown NIT
Miami Hype 17U PRIME1,g17mhype1fl,g17mhype1fl,57 (17 & Under),17 & Under,2026 Triple Crown NIT
H Skyline 17 Black,g17hosky2ls,g17hosky2ls,58 (17 & Under),17 & Under,2026 Triple Crown NIT
Club V 17 Prodigy Silver,g17clubv2im,g17clubv2im,59 (17 & Under),17 & Under,2026 Triple Crown NIT
OK Charge 17 UA Tulsa,g17charg3ok,g17charg3ok,59 (17 & Under),17 & Under,2026 Triple Crown NIT
1United 17N Blue,g171unvb1nt,g171unvb1nt,61 (17 & Under),17 & Under,2026 Triple Crown NIT
AJV 17 adidas,g17ajvba1ls,g17ajvba1ls,61 (17 & Under),17 & Under,2026 Triple Crown NIT
LAV 17 National Black,g17lavbc1gc,g17lavbc1gc,61 (17 & Under),17 & Under,2026 Triple Crown NIT
UNION 17 Black,g17union1pr,g17union1pr,61 (17 & Under),17 & Under,2026 Triple Crown NIT
Triangle 17 Black,g17trngl1cr,g17trngl1cr,65 (17 & Under),17 & Under,2026 Triple Crown NIT
Adversity G17 Adidas,g17adver1gl,g17adver1gl,66 (17 & Under),17 & Under,2026 Triple Crown NIT
Dal Skyline 17 Royal-Sean,g17skyln2nt,g17skyln2nt,67 (17 & Under),17 & Under,2026 Triple Crown NIT
PVA 17 ELITE,g17pvakc1ha,g17pvakc1ha,67 (17 & Under),17 & Under,2026 Triple Crown NIT
Alamo 17 Premier,g17alamo1ls,g17alamo1ls,69 (17 & Under),17 & Under,2026 Triple Crown NIT
Illini Elite 17 Cardinal,g17ievbc1gl,g17ievbc1gl,69 (17 & Under),17 & Under,2026 Triple Crown NIT
Premier Nebraska 17 Gold,g17premr1gp,g17premr1gp,69 (17 & Under),17 & Under,2026 Triple Crown NIT
Vegas Aces 17 REN,g17vaces1sc,g17vaces1sc,69 (17 & Under),17 & Under,2026 Triple Crown NIT
CITY 17 Gold,g17cityv1sc,g17cityv1sc,73 (17 & Under),17 & Under,2026 Triple Crown NIT
Areté 17 Navy Telos,g17arete1nt,g17arete1nt,74 (17 & Under),17 & Under,2026 Triple Crown NIT
MAVS 17 Elite,g17mavbc1ha,g17mavbc1ha,75 (17 & Under),17 & Under,2026 Triple Crown NIT
Sunshine 17 Pacific,g17sunsh1sc,g17sunsh1sc,75 (17 & Under),17 & Under,2026 Triple Crown NIT
A5 17 AG,g17afive2so,g17afive2so,77 (17 & Under),17 & Under,2026 Triple Crown NIT
EXCEL 17 National Red,g17excel1nt,g17excel1nt,77 (17 & Under),17 & Under,2026 Triple Crown NIT
Peak VA 17 Black,g17pevba1nt,g17pevba1nt,77 (17 & Under),17 & Under,2026 Triple Crown NIT
SC Rockstar 17- Adidas,g17scroc3sc,g17scroc3sc,77 (17 & Under),17 & Under,2026 Triple Crown NIT
Sky High Adidas 17 Elite,g17skyhi1gl,g17skyhi1gl,81 (17 & Under),17 & Under,2026 Triple Crown NIT
FRVBC 17-1 Black,g17frvbc1rm,g17frvbc1rm,82 (17 & Under),17 & Under,2026 Triple Crown NIT
360 17 HP Elite,g17sixty1nt,g17sixty1nt,83 (17 & Under),17 & Under,2026 Triple Crown NIT
OMNI 17 National,g17omniv1nc,g17omniv1nc,83 (17 & Under),17 & Under,2026 Triple Crown NIT
FC Elite 17 Navy,g17fceli1bg,g17fceli1bg,85 (17 & Under),17 & Under,2026 Triple Crown NIT
HNL Volleyball 17 Black,g17hnlvb1ah,g17hnlvb1ah,85 (17 & Under),17 & Under,2026 Triple Crown NIT
OT 17 J John,g17otbva3fl,g17otbva3fl,85 (17 & Under),17 & Under,2026 Triple Crown NIT
Sunshine 17 LA,g17sunsh2sc,g17sunsh2sc,85 (17 & Under),17 & Under,2026 Triple Crown NIT
Shockwave 17 Black,g17shock1ha,g17shock1ha,89 (17 & Under),17 & Under,2026 Triple Crown NIT
ATHENA VB 17-1 Gold National,g17athen1ce,g17athen1ce,90 (17 & Under),17 & Under,2026 Triple Crown NIT
RRHEATVB 17-1 Jen,g17rrhvb1im,g17rrhvb1im,91 (17 & Under),17 & Under,2026 Triple Crown NIT
Seal Beach 17 - Black,g17sealb1sc,g17sealb1sc,91 (17 & Under),17 & Under,2026 Triple Crown NIT
AVA TX 17 Adidas,g17avatx1ls,g17avatx1ls,93 (17 & Under),17 & Under,2026 Triple Crown NIT
CoJrs 17Kevin,g17cojrs1rm,g17cojrs1rm,93 (17 & Under),17 & Under,2026 Triple Crown NIT
Munciana 17 Aztecs,g17munvb1ho,g17munvb1ho,93 (17 & Under),17 & Under,2026 Triple Crown NIT
TAV 17 Black Haroun,g17txadv2nt,g17txadv2nt,93 (17 & Under),17 & Under,2026 Triple Crown NIT
LOVB 17-Melissa,g17scroc2sc,g17scroc2sc,97 (17 & Under),17 & Under,2026 Triple Crown NIT
GP 17 National,g17gpont1fl,g17gpont1fl,98 (17 & Under),17 & Under,2026 Triple Crown NIT
1st Alliance 17 Silver,g17allia2gl,g17allia2gl,99 (17 & Under),17 & Under,2026 Triple Crown NIT
SA Juniors 17 Adidas,g17sajvb1ls,g17sajvb1ls,99 (17 & Under),17 & Under,2026 Triple Crown NIT
MiElite 17 Mizuno,g17mieva1lk,g17mieva1lk,101 (17 & Under),17 & Under,2026 Triple Crown NIT
NPJ Salem 17 National,g17npjvb1ce,g17npjvb1ce,102 (17 & Under),17 & Under,2026 Triple Crown NIT
KIVA 17 Red,g17akiva1pr,g17akiva1pr,103 (17 & Under),17 & Under,2026 Triple Crown NIT
HJV 17 PREMIER,g17houjr2ls,g17houjr2ls,104 (17 & Under),17 & Under,2026 Triple Crown NIT
SASVBC G 17 DAN,g17spser1ah,g17spser1ah,104 (17 & Under),17 & Under,2026 Triple Crown NIT
Aspire 17 Alpha,g17aspir1az,g17aspir1az,106 (17 & Under),17 & Under,2026 Triple Crown NIT
Club One AZ 17Platinum,g17onevb1az,g17onevb1az,107 (17 & Under),17 & Under,2026 Triple Crown NIT
Legacy 17-2 ADIDAS,g17legvc2lk,g17legvc2lk,108 (17 & Under),17 & Under,2026 Triple Crown NIT
NPJ Portland 17 National,g17npjpd1ce,g17npjpd1ce,109 (17 & Under),17 & Under,2026 Triple Crown NIT
WAVE 17-Casey,g17wvevb2sc,g17wvevb2sc,109 (17 & Under),17 & Under,2026 Triple Crown NIT
Stars 17 ALex,g17stars1pm,g17stars1pm,111 (17 & Under),17 & Under,2026 Triple Crown NIT
MADFROG 17'S N BLACK ENRI,g17frogs2nt,g17frogs2nt,112 (17 & Under),17 & Under,2026 Triple Crown NIT
FORZA1 17 ONE,g17forza1sc,g17forza1sc,113 (17 & Under),17 & Under,2026 Triple Crown NIT
